,link
17,https://www.realmaster.com/en/toronto-on/90-sherwood-ave/mount-pleasant-east-TRBC5100163?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
18,https://www.realmaster.com/en/toronto-on/420-brookdale-ave/bedford-park-nortown-TRBC5099885?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
19,https://www.realmaster.com/en/toronto-on/132-glendora-ave/willowdale-east-TRBC5094329?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
20,https://www.realmaster.com/en/toronto-on/46-tilbury-dr/downsview-roding-cfb-TRBW5094627?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
21,https://www.realmaster.com/en/toronto-on/72-william-duncan-rd/downsview-roding-cfb-TRBW4995847?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
22,https://www.realmaster.com/en/toronto-on/103-granby-st/church-yonge-corridor-TRBC5103450?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
23,https://www.realmaster.com/en/toronto-on/10-mendelssohn-st/109-clairlea-birchmount-TRBE5054069?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
24,https://www.realmaster.com/en/toronto-on/260-queens-quay-w/1802-waterfront-communities-c1-TRBC5103011?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
25,https://www.realmaster.com/en/toronto-on/42-camden-st/705-waterfront-communities-c1-TRBC5093362?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
26,https://www.realmaster.com/en/toronto-on/1720-eglinton-ave-e/113-victoria-village-TRBC5092584?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
27,https://www.realmaster.com/en/toronto-on/9-liszt-gate/509-hillcrest-village-TRBC5089230?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
28,https://www.realmaster.com/en/toronto-on/20-scrivener-sq/517-rosedale-moore-park-TRBC5075806?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
29,https://www.realmaster.com/en/toronto-on/111-bathurst-st/1216-waterfront-communities-c1-TRBC5069276?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44
30,https://www.realmaster.com/en/toronto-on/375-king-st-w/2003-waterfront-communities-c1-TRBC5084411?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
31,https://www.realmaster.com/en/toronto-on/1001-bay-st/701-bay-street-corridor-TRBC4909035?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
32,https://www.realmaster.com/en/toronto-on/32-jim-baird-mews/downsview-roding-cfb-TRBW5088198?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
33,https://www.realmaster.com/en/toronto-on/132-cranbrooke-ave/lawrence-park-north-TRBC5094803?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
34,https://www.realmaster.com/en/toronto-on/19-bertmount-ave/south-riverdale-TRBE5089037?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
35,https://www.realmaster.com/en/toronto-on/1797-queen-st/311-the-beaches-TRBE5088239?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
36,https://www.realmaster.com/en/toronto-on/115-mcmahon-dr/2512-bayview-village-TRBC5082913?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
37,https://www.realmaster.com/en/toronto-on/4-howard-dr/bayview-village-TRBC5094188?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
38,https://www.realmaster.com/en/toronto-on/85-east-liberty-st/405-niagara-TRBC5080281?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
39,https://www.realmaster.com/en/toronto-on/1090-lansdowne-ave/dovercourt-wallace-emerson-junction-TRBW5060263?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
40,https://www.realmaster.com/en/toronto-on/25-greenview-ave/2427-newtonbrook-west-TRBC5093973?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
41,https://www.realmaster.com/en/toronto-on/5-st-joseph-st/4607-bay-street-corridor-TRBC5077166?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
42,https://www.realmaster.com/en/toronto-on/175-bamburgh-cir/614-steeles-TRBE5069574?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
43,https://www.realmaster.com/en/toronto-on/80-esther-lorrie-dr/212-west-humber-clairville-TRBW5057260?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
44,https://www.realmaster.com/en/toronto-on/120-homewood-ave/903-north-st-james-town-TRBC4991506?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
45,https://www.realmaster.com/en/toronto-on/15-iceboat-ter/331-waterfront-communities-c1-TRBC4928178?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
46,https://www.realmaster.com/en/toronto-on/2220-lake-shore-blvd-w/1809-mimico-TRBW5067746?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
47,https://www.realmaster.com/en/toronto-on/7-mabelle-ave/2205-islington-city-centre-west-TRBW5060680?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
48,https://www.realmaster.com/en/toronto-on/19-green-ash-ter/west-hill-TRBE5090212?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
49,https://www.realmaster.com/en/toronto-on/123-mcallister-rd/clanton-park-TRBC5088995?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
50,https://www.realmaster.com/en/toronto-on/5765-yonge-st/1205-newtonbrook-east-TRBC5082378?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
51,https://www.realmaster.com/en/toronto-on/37-grosvenor-st/1308-bay-street-corridor-TRBC5076464?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
52,https://www.realmaster.com/en/toronto-on/525-wilson-ave/237-clanton-park-TRBC5065477?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
53,https://www.realmaster.com/en/toronto-on/71-simcoe-st/903-bay-street-corridor-TRBC5056874?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
54,https://www.realmaster.com/en/toronto-on/75-emmett-ave/903-mount-dennis-TRBW5085942?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
55,https://www.realmaster.com/en/toronto-on/135-antibes-dr/802-westminster-branson-TRBC5075531?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
56,https://www.realmaster.com/en/toronto-on/478-king-st-w/711-waterfront-communities-c1-TRBC5062920?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
57,https://www.realmaster.com/en/toronto-on/6-ellenhall-sq/steeles-TRBE5086409?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
58,https://www.realmaster.com/en/toronto-on/13-greenacres-rd/beechborough-greenbrook-TRBW5093012?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
59,https://www.realmaster.com/en/toronto-on/456-pharmacy-ave/clairlea-birchmount-TRBE5095007?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
60,https://www.realmaster.com/en/toronto-on/4196-dundas-st-w/601-edenbridge-humber-valley-TRBW4981499?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
61,https://www.realmaster.com/en/toronto-on/88-colgate-ave/602-south-riverdale-TRBE5093380?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
62,https://www.realmaster.com/en/toronto-on/29-singer-crt/2315-bayview-village-TRBC5087745?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
63,https://www.realmaster.com/en/toronto-on/28-harrison-garden-blvd/1608-willowdale-east-TRBC5084642?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
64,https://www.realmaster.com/en/toronto-on/127-eastville-ave/cliffcrest-TRBE5081085?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
65,https://www.realmaster.com/en/toronto-on/318-richmond-st-w/2802-waterfront-communities-c1-TRBC4991936?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
66,https://www.realmaster.com/en/toronto-on/923-college-st/dufferin-grove-TRBC4906637?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
67,https://www.realmaster.com/en/toronto-on/923-college-st/dufferin-grove-TRBC4906553?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
68,https://www.realmaster.com/en/toronto-on/12-applewood-ln/4-etobicoke-west-mall-TRBW5056929?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
69,https://www.realmaster.com/en/toronto-on/15-viking-ln/2908-islington-city-centre-west-TRBW5001729?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
70,https://www.realmaster.com/en/toronto-on/105-hickorynut-dr/pleasant-view-TRBC5096492?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
71,https://www.realmaster.com/en/toronto-on/46-dunthorne-crt/malvern-TRBE5098268?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
72,https://www.realmaster.com/en/toronto-on/12-york-st/2408-waterfront-communities-c1-TRBC5094994?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
73,https://www.realmaster.com/en/toronto-on/188-bonis-ave/813-tam-oshanter-sullivan-TRBE5085350?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
74,https://www.realmaster.com/en/toronto-on/17-barberry-pl/th117-bayview-village-TRBC5087952?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
75,https://www.realmaster.com/en/toronto-on/77-maitland-pl/1805-cabbagetown-south-st-james-town-TRBC5084781?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
76,https://www.realmaster.com/en/toronto-on/70-temperance-st/3112-bay-street-corridor-TRBC5080999?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
77,https://www.realmaster.com/en/toronto-on/7-kenaston-gdns/617-bayview-village-TRBC4995965?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
78,https://www.realmaster.com/en/toronto-on/28-avondale-ave/908-willowdale-east-TRBC5095197?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
79,https://www.realmaster.com/en/toronto-on/215-queen-st-w/807-waterfront-communities-c1-TRBC5085069?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
80,https://www.realmaster.com/en/toronto-on/38-joe-shuster-way/1814-niagara-TRBC5090516?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
81,https://www.realmaster.com/en/toronto-on/42-camden-st/602-waterfront-communities-c1-TRBC5081447?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
82,https://www.realmaster.com/en/toronto-on/3-lambeth-rd/edenbridge-humber-valley-TRBW5085536?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
83,https://www.realmaster.com/en/toronto-on/10-mendelssohn-st/201-clairlea-birchmount-TRBE5083867?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
84,https://www.realmaster.com/en/toronto-on/365-church-st/1811-church-yonge-corridor-TRBC5098621?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
85,https://www.realmaster.com/en/toronto-on/115-blue-jays-way/4215-waterfront-communities-c1-TRBC5094877?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
86,https://www.realmaster.com/en/toronto-on/235-medland-st/206-junction-area-TRBW5101072?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
87,https://www.realmaster.com/en/toronto-on/9-valhalla-inn-rd/2605-islington-city-centre-west-TRBW5082631?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
88,https://www.realmaster.com/en/toronto-on/2240-lake-shore-blvd-w/2104-mimico-TRBW5079620?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
89,https://www.realmaster.com/en/toronto-on/2365-kennedy-rd/1602-agincourt-south-malvern-west-TRBE5094057?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=43
90,https://www.realmaster.com/en/toronto-on/90-orchid-place-dr/314-malvern-TRBE5107167?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
91,https://www.realmaster.com/en/toronto-on/15-baseball-pl/611-south-riverdale-TRBE5099538?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
92,https://www.realmaster.com/en/toronto-on/1795-markham-rd/209-malvern-TRBE5087814?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
93,https://www.realmaster.com/en/toronto-on/2756-old-leslie-st/1003-bayview-village-TRBC5111611?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
94,https://www.realmaster.com/en/toronto-on/20-tubman-ave/1412-regent-park-TRBC5110440?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
95,https://www.realmaster.com/en/toronto-on/66-forest-manor-rd/217-henry-farm-TRBC5103096?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
96,https://www.realmaster.com/en/toronto-on/5-northtown-way/2514-willowdale-east-TRBC5095022?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
97,https://www.realmaster.com/en/toronto-on/33-charles-st-e/3007-church-yonge-corridor-TRBC5092225?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
98,https://www.realmaster.com/en/toronto-on/500-st-clair-ave-w/404-forest-hill-south-TRBC5067490?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
99,https://www.realmaster.com/en/toronto-on/170-bayview-ave/1302-waterfront-communities-c8-TRBC5060822?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
100,https://www.realmaster.com/en/toronto-on/38-elm-st/3007-bay-street-corridor-TRBC5000812?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
101,https://www.realmaster.com/en/toronto-on/21-slater-crt/glenfield-jane-heights-TRBW5108040?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
102,https://www.realmaster.com/en/toronto-on/955-pharmacy-ave/wexford-maryvale-TRBE5112624?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
103,https://www.realmaster.com/en/toronto-on/1050-the-queensway-ave/706-islington-city-centre-west-TRBW5105899?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
104,https://www.realmaster.com/en/toronto-on/225-sherway-gardens-rd/310-islington-city-centre-west-TRBW5101973?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
105,https://www.realmaster.com/en/toronto-on/1070-progress-ave/102-malvern-TRBE5107954?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
106,https://www.realmaster.com/en/toronto-on/246-logan-ave/323-south-riverdale-TRBE5090892?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
107,https://www.realmaster.com/en/toronto-on/101-charles-st-e/1905-church-yonge-corridor-TRBC5112936?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
108,https://www.realmaster.com/en/toronto-on/90-sherbourne-st/503-moss-park-TRBC5111498?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
109,https://www.realmaster.com/en/toronto-on/135-wynford-dr/602-banbury-don-mills-TRBC5102150?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
110,https://www.realmaster.com/en/toronto-on/80-antibes-dr/2506-westminster-branson-TRBC5094442?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
111,https://www.realmaster.com/en/toronto-on/15-maitland-pl/407-cabbagetown-south-st-james-town-TRBC5089663?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
112,https://www.realmaster.com/en/toronto-on/22-olive-ave/710-willowdale-east-TRBC5089202?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
113,https://www.realmaster.com/en/toronto-on/1-bloor-st-e/1706-church-yonge-corridor-TRBC5077092?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
114,https://www.realmaster.com/en/toronto-on/12-york-st/4002-waterfront-communities-c1-TRBC5056765?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
115,https://www.realmaster.com/en/toronto-on/7-twyford-rd/princess-rosethorn-TRBW5105070?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
116,https://www.realmaster.com/en/toronto-on/18-queens-dr/weston-TRBW5091899?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
117,https://www.realmaster.com/en/toronto-on/391-royal-york-rd/mimico-TRBW4987989?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
118,https://www.realmaster.com/en/toronto-on/34-empire-ave/south-riverdale-TRBE5112387?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
119,https://www.realmaster.com/en/toronto-on/36-cadorna-ave/danforth-village-east-york-TRBE5108837?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1
120,https://www.realmaster.com/en/toronto-on/129-silver-springs-blvd/lamoreaux-TRBE5105325?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
121,https://www.realmaster.com/en/toronto-on/15-zorra-st/1806-islington-city-centre-west-TRBW5062766?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
122,https://www.realmaster.com/en/toronto-on/83-borough-dr/th77-bendale-TRBE5102588?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
123,https://www.realmaster.com/en/toronto-on/70-town-centre-crt/2102-bendale-TRBE5058921?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
124,https://www.realmaster.com/en/toronto-on/115-blue-jays-way/1901-waterfront-communities-c1-TRBC5105095?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
125,https://www.realmaster.com/en/toronto-on/2885-bayview-ave/302-bayview-village-TRBC5097701?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
126,https://www.realmaster.com/en/toronto-on/210-victoria-st/2510-church-yonge-corridor-TRBC5094151?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
127,https://www.realmaster.com/en/toronto-on/8-eglinton-ave-e/3909-mount-pleasant-west-TRBC4934717?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
128,https://www.realmaster.com/en/toronto-on/216-prince-edward-dr-s/stonegate-queensway-TRBW5102655?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
129,https://www.realmaster.com/en/toronto-on/114-nordin-ave/islington-city-centre-west-TRBW5100378?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
130,https://www.realmaster.com/en/toronto-on/42-glencrest-blvd/oconnor-parkview-TRBE5102609?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
131,https://www.realmaster.com/en/toronto-on/42-saulter-st/south-riverdale-TRBE5101150?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
132,https://www.realmaster.com/en/toronto-on/2133-morningside-ave/rouge-e11-TRBE5100624?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
133,https://www.realmaster.com/en/toronto-on/14-jessie-dr/banbury-don-mills-TRBC5097147?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
134,https://www.realmaster.com/en/toronto-on/3036-c-bayview-ave/willowdale-east-TRBC5064597?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
135,https://www.realmaster.com/en/toronto-on/3231-eglinton-ave-e/1207b-scarborough-village-TRBE4981183?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
136,https://www.realmaster.com/en/toronto-on/360-bloor-st-e/1010-rosedale-moore-park-TRBC5097787?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
137,https://www.realmaster.com/en/toronto-on/36-lisgar-st/508e-little-portugal-TRBC5089579?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
138,https://www.realmaster.com/en/toronto-on/161-roehampton-ave/2104-mount-pleasant-east-TRBC5089014?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
139,https://www.realmaster.com/en/toronto-on/80-mill-st/1111-waterfront-communities-c8-TRBC5087795?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
140,https://www.realmaster.com/en/toronto-on/35-hayden-st/706-church-yonge-corridor-TRBC5070435?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
141,https://www.realmaster.com/en/toronto-on/2035-sheppard-ave-e/317-henry-farm-TRBC4973140?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
142,https://www.realmaster.com/en/toronto-on/37-canniff-st/708-niagara-TRBC4933925?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
143,https://www.realmaster.com/en/toronto-on/629-king-st-w/1132-waterfront-communities-c1-TRBC5088386?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
144,https://www.realmaster.com/en/toronto-on/724-durie-st/runnymede-bloor-west-village-TRBW5107417?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
145,https://www.realmaster.com/en/toronto-on/34-weatherell-st/runnymede-bloor-west-village-TRBW5103454?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
146,https://www.realmaster.com/en/toronto-on/52-thirty-third-st/long-branch-TRBW4941221?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
147,https://www.realmaster.com/en/toronto-on/286-rouge-highlands-dr/rouge-e10-TRBE5103468?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
148,https://www.realmaster.com/en/toronto-on/30-glen-muir-dr/cliffcrest-TRBE5101543?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
149,https://www.realmaster.com/en/toronto-on/54-hunter-st/blake-jones-TRBE5099961?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=22
150,https://www.realmaster.com/en/toronto-on/200-bloor-st-w/1501-annex-TRBC5054114?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
151,https://www.realmaster.com/en/toronto-on/35-wilmar-rd/islington-city-centre-west-TRBW5101027?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
152,https://www.realmaster.com/en/toronto-on/8-plaxton-cres/oconnor-parkview-TRBE5101668?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
153,https://www.realmaster.com/en/toronto-on/206-hiawatha-rd/greenwood-coxwell-TRBE5089023?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
154,https://www.realmaster.com/en/toronto-on/87-waterloo-ave/bathurst-manor-TRBC5104207?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
155,https://www.realmaster.com/en/toronto-on/8-ridge-hill-dr/forest-hill-north-TRBC4827493?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
156,https://www.realmaster.com/en/toronto-on/25-brimwood-blvd/85-agincourt-north-TRBE5101527?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
157,https://www.realmaster.com/en/toronto-on/361-front-st-w/2105-waterfront-communities-c1-TRBC5096980?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
158,https://www.realmaster.com/en/toronto-on/12-bonnycastle-st/509-waterfront-communities-c8-TRBC5091740?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
159,https://www.realmaster.com/en/toronto-on/455-front-st-e/s126-waterfront-communities-c8-TRBC5083892?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
160,https://www.realmaster.com/en/toronto-on/503-beecroft-rd/1908-willowdale-west-TRBC5071551?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
161,https://www.realmaster.com/en/toronto-on/1051-sandhurst-cir/20-agincourt-north-TRBE5096263?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
162,https://www.realmaster.com/en/toronto-on/21-nelson-st/629-waterfront-communities-c1-TRBC5073009?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
163,https://www.realmaster.com/en/toronto-on/29-pemberton-ave/805-newtonbrook-east-TRBC5071709?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
164,https://www.realmaster.com/en/toronto-on/525-hopewell-ave/briar-hill-belgravia-TRBW5103824?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
165,https://www.realmaster.com/en/toronto-on/362-painted-post-dr/woburn-TRBE5104150?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
166,https://www.realmaster.com/en/toronto-on/18-linton-ave/birchcliffe-cliffside-TRBE5102490?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
167,https://www.realmaster.com/en/toronto-on/351-manse-rd/west-hill-TRBE5102432?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
168,https://www.realmaster.com/en/toronto-on/145-burbank-dr/bayview-village-TRBC5079399?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
169,https://www.realmaster.com/en/toronto-on/379-brookdale-ave/bedford-park-nortown-TRBC5003279?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
170,https://www.realmaster.com/en/toronto-on/8-the-esplanade-ave/1709-waterfront-communities-c8-TRBC5109155?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
171,https://www.realmaster.com/en/toronto-on/230-king-st-e/1214-moss-park-TRBC5099418?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
172,https://www.realmaster.com/en/toronto-on/678-milverton-blvd/danforth-TRBE5109081?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=12
