,link
17,https://www.realmaster.com/en/toronto-on/135-village-green-sq/3522-agincourt-south-malvern-west-TRBE5085951?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
18,https://www.realmaster.com/en/toronto-on/39-sherbourne-st/206-church-yonge-corridor-TRBC5080006?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
19,https://www.realmaster.com/en/toronto-on/89-dunfield-ave/1302-mount-pleasant-west-TRBC4993954?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
20,https://www.realmaster.com/en/toronto-on/8-lee-centre-dr/ph208-woburn-TRBE4898084?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
21,https://www.realmaster.com/en/toronto-on/3091-dufferin-st/1205-yorkdale-glen-park-TRBW5083225?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
22,https://www.realmaster.com/en/toronto-on/120-harrison-garden-blvd/ph03-willowdale-east-TRBC5087537?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
23,https://www.realmaster.com/en/toronto-on/50-ann-oreilly-rd/1306-henry-farm-TRBC5083636?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
24,https://www.realmaster.com/en/toronto-on/27-summerside-cres/hillcrest-village-TRBC5072069?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
25,https://www.realmaster.com/en/toronto-on/38-dan-leckie-way/2812-waterfront-communities-c1-TRBC5064493?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
26,https://www.realmaster.com/en/toronto-on/68-abell-st/323-little-portugal-TRBC4987930?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
27,https://www.realmaster.com/en/toronto-on/295-village-green-sq/60-agincourt-south-malvern-west-TRBE5085097?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
28,https://www.realmaster.com/en/toronto-on/39-queens-quay-east-st/637-waterfront-communities-c1-TRBC5067902?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
29,https://www.realmaster.com/en/toronto-on/1-leaside-park-dr/218-leaside-TRBC5075300?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7
30,https://www.realmaster.com/en/toronto-on/175-hilda-ave/1015-newtonbrook-west-TRBC5060238?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
31,https://www.realmaster.com/en/toronto-on/88-cumberland-st/2006-annex-TRBC4977128?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
32,https://www.realmaster.com/en/toronto-on/153-medland-st/junction-area-TRBW5081059?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
33,https://www.realmaster.com/en/toronto-on/41-bankview-cir/west-humber-clairville-TRBW5079581?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
34,https://www.realmaster.com/en/toronto-on/32-farley-cres/willowridge-martingrove-richview-TRBW5003550?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
35,https://www.realmaster.com/en/toronto-on/76-lowry-sq/malvern-TRBE5083312?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
36,https://www.realmaster.com/en/toronto-on/270-timberbank-blvd/69-lamoreaux-TRBE5087271?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
37,https://www.realmaster.com/en/toronto-on/1328-birchmount-rd/709-wexford-maryvale-TRBE5078976?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
38,https://www.realmaster.com/en/toronto-on/3380-eglinton-ave/702-scarborough-village-TRBE5062652?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
39,https://www.realmaster.com/en/toronto-on/1-watergarden-way/101-bayview-village-TRBC5078168?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
40,https://www.realmaster.com/en/toronto-on/1103-leslie-st/908-banbury-don-mills-TRBC5075541?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
41,https://www.realmaster.com/en/toronto-on/78-st-patrick-st/132-kensington-chinatown-TRBC5060683?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
42,https://www.realmaster.com/en/toronto-on/318-king-st-e/714-moss-park-TRBC4922334?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
43,https://www.realmaster.com/en/toronto-on/143-king-edward-ave/woodbine-lumsden-TRBE5086930?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
44,https://www.realmaster.com/en/toronto-on/10-coulter-ave/weston-TRBW4990817?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
45,https://www.realmaster.com/en/toronto-on/18-chad-cres/malvern-TRBE5086017?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
46,https://www.realmaster.com/en/toronto-on/7-bisley-st/south-riverdale-TRBE5085960?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
47,https://www.realmaster.com/en/toronto-on/128-willow-ave/the-beaches-TRBE4969180?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
48,https://www.realmaster.com/en/toronto-on/38-fontenay-crt/310-edenbridge-humber-valley-TRBW5067506?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
49,https://www.realmaster.com/en/toronto-on/10-guildwood-pkwy/726-guildwood-TRBE4942124?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
50,https://www.realmaster.com/en/toronto-on/430-kenneth-ave/1-willowdale-east-TRBC5081932?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
51,https://www.realmaster.com/en/toronto-on/65-bremner-blvd/4709-waterfront-communities-c1-TRBC5078765?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
52,https://www.realmaster.com/en/toronto-on/2015-sheppard-ave-e/3003-henry-farm-TRBC5069731?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
53,https://www.realmaster.com/en/toronto-on/251-jarvis-st/736-church-yonge-corridor-TRBC5061934?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
54,https://www.realmaster.com/en/toronto-on/68-superior-ave/mimico-TRBW5087010?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
55,https://www.realmaster.com/en/toronto-on/47-galbraith-ave/oconnor-parkview-TRBE4929156?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
56,https://www.realmaster.com/en/toronto-on/66a-birch-ave/yonge-st-clair-TRBC5083340?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
57,https://www.realmaster.com/en/toronto-on/28-geraldine-crt/parkwoods-donalda-TRBC5073371?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
58,https://www.realmaster.com/en/toronto-on/135-regina-ave/englemount-lawrence-TRBC5060025?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
59,https://www.realmaster.com/en/toronto-on/15-legion-rd/1505-mimico-TRBW4975306?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=47
60,https://www.realmaster.com/en/toronto-on/7-four-winds-dr/8-york-university-heights-TRBW4891902?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
61,https://www.realmaster.com/en/toronto-on/801-king-st-w/820-niagara-TRBC5077064?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
62,https://www.realmaster.com/en/toronto-on/71-simcoe-st/1002-bay-street-corridor-TRBC4946264?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
63,https://www.realmaster.com/en/toronto-on/2467-islington-ave/rexdale-kipling-TRBW4995698?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
64,https://www.realmaster.com/en/toronto-on/1015-logan-ave/playter-estates-danforth-TRBE5077784?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
65,https://www.realmaster.com/en/toronto-on/1881-jane-st/401-rustic-TRBW5068944?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
66,https://www.realmaster.com/en/toronto-on/275-village-green-sq/921-agincourt-south-malvern-west-TRBE5057031?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
67,https://www.realmaster.com/en/toronto-on/400-adelaide-st-e/2113-moss-park-TRBC5066845?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
68,https://www.realmaster.com/en/toronto-on/160-vanderhoof-ave/1712-thorncliffe-park-TRBC4979086?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
69,https://www.realmaster.com/en/toronto-on/1169-queen-st-w/512-little-portugal-TRBC4974101?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
70,https://www.realmaster.com/en/toronto-on/295-adelaide-st-w/3202-waterfront-communities-c1-TRBC4960958?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
71,https://www.realmaster.com/en/toronto-on/761-bay-st/2709-bay-street-corridor-TRBC4903963?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
72,https://www.realmaster.com/en/toronto-on/193-wright-ave/roncesvalles-TRBW5075079?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
73,https://www.realmaster.com/en/toronto-on/104-mintwood-dr/bayview-woods-steeles-TRBC5074132?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
74,https://www.realmaster.com/en/toronto-on/89-blaisdale-rd/dorset-park-TRBE4988450?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
75,https://www.realmaster.com/en/toronto-on/141-cordella-ave/rockcliffe-smythe-TRBW5076446?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
76,https://www.realmaster.com/en/toronto-on/12-york-st/3809-waterfront-communities-c1-TRBC4981283?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
77,https://www.realmaster.com/en/toronto-on/5162-yonge-st/115-willowdale-west-TRBC4981449?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
78,https://www.realmaster.com/en/toronto-on/155-yorkville-ave/1920-annex-TRBC5060865?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
79,https://www.realmaster.com/en/toronto-on/19-four-winds-dr/102-york-university-heights-TRBW5072456?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
80,https://www.realmaster.com/en/toronto-on/35-mariner-ter/5301-waterfront-communities-c1-TRBC4969561?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
81,https://www.realmaster.com/en/toronto-on/352-front-st-w/807-waterfront-communities-c1-TRBC4998656?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
82,https://www.realmaster.com/en/toronto-on/22-east-haven-dr/1118-birchcliffe-cliffside-TRBE4979006?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
83,https://www.realmaster.com/en/toronto-on/2737-keele-st/816-downsview-roding-cfb-TRBW5079940?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
84,https://www.realmaster.com/en/toronto-on/2-groverdale-rd/etobicoke-west-mall-TRBW4975112?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
85,https://www.realmaster.com/en/toronto-on/25-savoy-ave/woodbine-lumsden-TRBE5073984?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
86,https://www.realmaster.com/en/toronto-on/15-gregory-ave/rosedale-moore-park-TRBC5057748?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
87,https://www.realmaster.com/en/toronto-on/7-wingstem-crt/bathurst-manor-TRBC4975512?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
88,https://www.realmaster.com/en/toronto-on/44-longbourne-dr/412-willowridge-martingrove-richview-TRBW5071352?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
89,https://www.realmaster.com/en/toronto-on/21-shaftesbury-ave/502-rosedale-moore-park-TRBC4992972?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=68
90,https://www.realmaster.com/en/toronto-on/170-sumach-st/1207-regent-park-TRBC5082676?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
91,https://www.realmaster.com/en/toronto-on/20-stanhope-ave/east-york-TRBE5088085?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
92,https://www.realmaster.com/en/toronto-on/298-brooke-ave/bedford-park-nortown-TRBC5093458?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
93,https://www.realmaster.com/en/toronto-on/69-fortrose-cres/parkwoods-donalda-TRBC5090354?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
94,https://www.realmaster.com/en/toronto-on/187-wychwood-ave/humewood-cedarvale-TRBC5088574?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
95,https://www.realmaster.com/en/toronto-on/33-lauder-ave/wychwood-TRBC5088276?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
96,https://www.realmaster.com/en/toronto-on/159-old-orchard-grve/lawrence-park-north-TRBC5087261?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
97,https://www.realmaster.com/en/toronto-on/34-elliotwood-crt/st-andrew-windfields-TRBC5082584?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
98,https://www.realmaster.com/en/toronto-on/64-highland-ave/rosedale-moore-park-TRBC5081118?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
99,https://www.realmaster.com/en/toronto-on/503-beecroft-rd/1611-willowdale-west-TRBC5090585?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
100,https://www.realmaster.com/en/toronto-on/629-king-st/735-waterfront-communities-c1-TRBC5089485?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
101,https://www.realmaster.com/en/toronto-on/135-maitland-st/102-church-yonge-corridor-TRBC5087369?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
102,https://www.realmaster.com/en/toronto-on/150-sudbury-st/714-little-portugal-TRBC5084762?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
103,https://www.realmaster.com/en/toronto-on/550-queens-quay-w/725-waterfront-communities-c1-TRBC5084184?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
104,https://www.realmaster.com/en/toronto-on/320-richmond-st-e/718-moss-park-TRBC4966752?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
105,https://www.realmaster.com/en/toronto-on/4-fairhead-mews/east-end-danforth-TRBE5088266?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
106,https://www.realmaster.com/en/toronto-on/47-muirlands-dr/milliken-TRBE5087706?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
107,https://www.realmaster.com/en/toronto-on/203-gladstone-ave/little-portugal-TRBC5088002?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
108,https://www.realmaster.com/en/toronto-on/15-zorra-st/509-islington-city-centre-west-TRBW5088012?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
109,https://www.realmaster.com/en/toronto-on/2-glamorgan-ave/811-dorset-park-TRBE5001560?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
110,https://www.realmaster.com/en/toronto-on/115-blue-jays-way/4207-waterfront-communities-c1-TRBC5093508?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
111,https://www.realmaster.com/en/toronto-on/3000-bathurst-st/1001-englemount-lawrence-TRBC5089274?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
112,https://www.realmaster.com/en/toronto-on/120-homewood-ave/1709-north-st-james-town-TRBC5088761?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
113,https://www.realmaster.com/en/toronto-on/21-clairtrell-rd/201-willowdale-east-TRBC5088467?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
114,https://www.realmaster.com/en/toronto-on/222-the-esplanade/514-waterfront-communities-c8-TRBC5085462?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
115,https://www.realmaster.com/en/toronto-on/15-coneflower-cres/236-westminster-branson-TRBC5085140?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
116,https://www.realmaster.com/en/toronto-on/8-york-st/3401-waterfront-communities-c1-TRBC5076429?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
117,https://www.realmaster.com/en/toronto-on/188-taysham-cres/thistletown-beaumonde-heights-TRBW5090336?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
118,https://www.realmaster.com/en/toronto-on/67-thirty-second-st/on-long-branch-TRBW4994449?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
119,https://www.realmaster.com/en/toronto-on/191-maxwell-st/bathurst-manor-TRBC5084491?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=19
120,https://www.realmaster.com/en/toronto-on/541-blackthorn-ave/1205-keelesdale-eglinton-west-TRBW4933140?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
121,https://www.realmaster.com/en/toronto-on/341-military-tr/14-morningside-TRBE5084354?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
122,https://www.realmaster.com/en/toronto-on/1093-kingston-rd/805-birchcliffe-cliffside-TRBE5082547?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
123,https://www.realmaster.com/en/toronto-on/510-king-st-e/228-moss-park-TRBC5088688?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
124,https://www.realmaster.com/en/toronto-on/181-dundas-st-e/4101-church-yonge-corridor-TRBC5066550?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
125,https://www.realmaster.com/en/toronto-on/181-dundas-st-e/4311-church-yonge-corridor-TRBC4986849?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
126,https://www.realmaster.com/en/toronto-on/26-trolley-cres/206-moss-park-TRBC4978466?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
127,https://www.realmaster.com/en/toronto-on/111-bathurst-st/903-waterfront-communities-c1-TRBC4949351?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
128,https://www.realmaster.com/en/toronto-on/250-westmoreland-ave/dovercourt-wallace-emerson-junction-TRBW5088363?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
129,https://www.realmaster.com/en/toronto-on/45-bartel-dr/glenfield-jane-heights-TRBW5080458?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
130,https://www.realmaster.com/en/toronto-on/1-palace-pier-crt/3102-mimico-TRBW5079689?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
131,https://www.realmaster.com/en/toronto-on/1470-midland-ave-e/902-dorset-park-TRBE5070166?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
132,https://www.realmaster.com/en/toronto-on/410-mclevin-ave/1904-malvern-TRBE4949101?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
133,https://www.realmaster.com/en/toronto-on/352-front-st-w/312-waterfront-communities-c1-TRBC5080914?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
134,https://www.realmaster.com/en/toronto-on/55-harbour-sq/2114-waterfront-communities-c1-TRBC5075356?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
135,https://www.realmaster.com/en/toronto-on/8-eglinton-ave-e/1301-mount-pleasant-west-TRBC5075278?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
136,https://www.realmaster.com/en/toronto-on/25-telegram-mews/2309-waterfront-communities-c1-TRBC5074667?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
137,https://www.realmaster.com/en/toronto-on/51-lower-simcoe-st/228-waterfront-communities-c1-TRBC5053105?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
138,https://www.realmaster.com/en/toronto-on/11-brunel-crt/2311-waterfront-communities-c1-TRBC4930850?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
139,https://www.realmaster.com/en/toronto-on/11-jenson-crt/west-humber-clairville-TRBW5084330?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
140,https://www.realmaster.com/en/toronto-on/1-ravina-cres/blake-jones-TRBE5087609?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
141,https://www.realmaster.com/en/toronto-on/265-silver-birch-ave/the-beaches-TRBE5082960?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
142,https://www.realmaster.com/en/toronto-on/239-pineway-blvd/bayview-woods-steeles-TRBC5085600?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
143,https://www.realmaster.com/en/toronto-on/62-shields-ave/lawrence-park-south-TRBC5076906?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
144,https://www.realmaster.com/en/toronto-on/4-elsinore-path/611-new-toronto-TRBW4976481?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
145,https://www.realmaster.com/en/toronto-on/195-poplar-plains-rd/102-casa-loma-TRBC5083590?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
146,https://www.realmaster.com/en/toronto-on/18-spring-garden-ave/1206-willowdale-east-TRBC5079979?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
147,https://www.realmaster.com/en/toronto-on/120-dallimore-cir/616-banbury-don-mills-TRBC5077585?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
148,https://www.realmaster.com/en/toronto-on/52-forest-manor-rd/525-henry-farm-TRBC5077102?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
149,https://www.realmaster.com/en/toronto-on/208-queens-quay-way-w/2201-waterfront-communities-c1-TRBC5075235?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=37
150,https://www.realmaster.com/en/toronto-on/50-lynn-williams-st/813-niagara-TRBC5074585?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
151,https://www.realmaster.com/en/toronto-on/200-sackville-st/612-regent-park-TRBC5073056?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
152,https://www.realmaster.com/en/toronto-on/89-lillian-st/21-mount-pleasant-west-TRBC5068912?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
153,https://www.realmaster.com/en/toronto-on/12-york-st/5407-waterfront-communities-c1-TRBC4961964?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
154,https://www.realmaster.com/en/toronto-on/56-forest-manor-rd/1304-henry-farm-TRBC4930159?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
155,https://www.realmaster.com/en/toronto-on/101-peter-st/ph11-waterfront-communities-c1-TRBC4909862?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
156,https://www.realmaster.com/en/toronto-on/46-foch-ave/alderwood-TRBW5087162?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
157,https://www.realmaster.com/en/toronto-on/793-adelaide-st-w/niagara-TRBC5083064?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
158,https://www.realmaster.com/en/toronto-on/51-steeles-ave-e/newtonbrook-east-TRBC5072434?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
159,https://www.realmaster.com/en/toronto-on/23-vaudeville-dr/alderwood-TRBW5075285?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
160,https://www.realmaster.com/en/toronto-on/528-carlaw-ave/north-riverdale-TRBE5088135?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
161,https://www.realmaster.com/en/toronto-on/129-chine-dr/cliffcrest-TRBE5083091?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
162,https://www.realmaster.com/en/toronto-on/160b-audrey-ave/birchcliffe-cliffside-TRBE5081524?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
163,https://www.realmaster.com/en/toronto-on/1403-royal-york-rd/1401-humber-heights-TRBW5078940?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
164,https://www.realmaster.com/en/toronto-on/100-antibes-dr/1107-westminster-branson-TRBC5086306?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
165,https://www.realmaster.com/en/toronto-on/117-mcmahon-dr/1801-bayview-village-TRBC5083107?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
166,https://www.realmaster.com/en/toronto-on/45-carlton-st/1716-church-yonge-corridor-TRBC5079903?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
167,https://www.realmaster.com/en/toronto-on/8-york-st/1403-waterfront-communities-c1-TRBC5077806?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
168,https://www.realmaster.com/en/toronto-on/15-maitland-pl/603-cabbagetown-south-st-james-town-TRBC5075110?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
169,https://www.realmaster.com/en/toronto-on/2015-sheppard-ave-e/3702-henry-farm-TRBC5074298?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
170,https://www.realmaster.com/en/toronto-on/22-shallmar-blvd/805-forest-hill-north-TRBC5072565?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
171,https://www.realmaster.com/en/toronto-on/20-joe-shuster-way/1115-niagara-TRBC5071699?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
172,https://www.realmaster.com/en/toronto-on/88-harbour-st/3408-waterfront-communities-c1-TRBC5069204?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=36
