,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
10,80 John St 3805 | Apartment Sold Price,C5078966,sold,Residential Apartment,38,20210108,20210109,"984,900","989,900",2,2,0,900-999,NW,Owned,Owned,929.04,"Festival Tower (Tiff) Building In The Heart Of The Entertainment District; Approximately 900 Sq Ft Corner Suite With Huge Wrap Around Balcony (Approx. 400 Sq Ft) Bright Sun Filled Floor Plan With Spectacular Views, Gourmet Kitchen With Oversized Island And Breakfast Area, B/I Appliances, Caesarstone Counters And Custom Backsplash, State Of The Art Gym And Indoor Pool. B/I Fridge, Wall Oven, Cooktop, Dishwasher And Hood Fan. Clothes Washer And Dryer, All Elf's.""",https://www.realmaster.com/en/toronto-on/80-john-st/3805-waterfront-communities-c1-TRBC5078966?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"3805 80 John St, Toronto, Ontario, M5V3X4"
11,51 Trolley Cres 1211 | Apartment Sold Price,C5076935,sold,Residential Apartment,12,20210106,20210109,"742,000","749,000",1,1,0,700-799,NW,Owned1-23,None,498.51,"Good Golly Check Out The Views On Trolley! Wrap Around Unobstructed Views S, W, N &amp; E Vistas Of Our Beautiful City's Expanding Skyline. Enjoy Magical Sunsets Over The Downtown Towers. You Will Never Look At Another Sunset The Same Way Again! Great Layout With A Modern Open Concept Kitchen &amp; Large Centre Island, Simply Made For Entertaining. Bright Open Concept Living/Dining Area W/A W/O To Your Private Outdoor Oasis. Total Of 4 Balconies (Including Juliettes) Generous Sized Principal Bedroom W/ Convenient Semi-Ensuite. B/I Desk At Foyer - Perfect For W.F.H. A True One Of A Kind Layout! This Is City Living At Its Finest! Amazing Location. Steps To Distillery District, Riverside/Leslieville.""",https://www.realmaster.com/en/toronto-on/51-trolley-cres/1211-moss-park-TRBC5076935?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"1211 51 Trolley Cres, Toronto, Ontario, M5A0E9"
12,67 Kiskadee Dr | House Sold Price,W5076349,sold,Residential House,,20210104,20210108,"962,000","949,900",4,4,3,,W,,,,"Semi-Detached 5 Level Back Split House In A Very Convenient Location!!!! With Separate Living Area And Separate Entrance. Spacious Bedrooms And Large Kitchen, Double Garage. Rental Capacity. Do Not Miss This Opportunity. All Elf's, Fridge, Stove, Washer &amp; Dryer.""",https://www.realmaster.com/en/toronto-on/67-kiskadee-dr/west-humber-clairville-TRBW5076349?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"67 Kiskadee Dr, Toronto, Ontario, M9V4P3"
13,130 Lake Cres | House Sold Price,W4909022,sold,Residential House,,20200911,20210103,"1,750,000","1,780,000",4,5,0,,N,,,,"Welcome To 130 Lake Cres,A Stunning Custom Designed 4 Bed, 5 Bath Home Featuring Unparalleled Craftsmanship &amp; Top Quality Finishes Located Just Steps From Lake Ontario! Featuring 12 Feet Ceilings On The Main Floor, Gorgeous Open Concept Chefs Kitchen Featuring Slate Counter Tops, Functional Island &amp; Cabinetry, Top Of The Line Wolf, Miele &amp; Subzero Appliances, &amp; Walkout To Rear Deck And Backyard. Master Bed Features A Balcony, Substantial Closet Space &amp; Spa Large Finished Basement Featuring A Walk-Out Wine-Cellar, Bathroom And Kitchen. Subzero Panelled Built-In Fridge &amp; Wine Fridge, Wolf Oven Stovetop &amp; Microwave With Miele Dishwasher.""",https://www.realmaster.com/en/toronto-on/130-lake-cres/mimico-TRBW4909022?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"130 Lake Cres, Toronto, Ontario, M8V1W1"
14,3 Rowntree Rd 802 | Apartment Sold Price,W5078514,sold,Residential Apartment,8,20210106,20210110,"545,000","530,000",2,2,0,1200-1399,SW,Owned106Owned107,Ensuite+Owned,760.38,"Lovely Sunset &amp; City View. Recently Upgraded Top Of The Line. Approx 1,350 Sq.Ft/ Corner Unit, 2 Bedroom, 2 Full Porcelain Roman Design Bathrooms, Ceramic Flooring In Living, Dining, Kitchen, Solarium, Foyer, Laundry. Laminated Wood Bedrooms, Pot Lights, Newly Painted, Stained Wood Doors, Flat Ceiling, Kitchen With Backsplash And Stainless Steel Fridge, Stove, Dishwasher &amp; B/I Microwave And Range Hood S/S Stove, S/S Fridge, S/S Dishwasher, S/S B/I Microwave And Range Hood, Washer And Dryer""",https://www.realmaster.com/en/toronto-on/3-rowntree-rd/802-mount-olive-silverstone-jamestown-TRBW5078514?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"802 3 Rowntree Rd, Toronto, Ontario, M9V 5G8"
15,345 Driftwood Ave 812 | Apartment Sold Price,W5066151,sold,Residential Apartment,8,20201216,20210106,"395,000","395,000",3,3,0,1000-1199,N,None,None,794.78,"An Amazing Condo Apartment! It Offers A Great Open Space With Outstanding Views. Freshly Painted. It Has 3 Bedrooms And 2 Parking Spaces. Very Centrally Located, Near Ttc, Subway Station And Steps Away From York University. This Is An Opportunity You Don't Want To Miss!! Includes All Appliances, Including Fridge, Stove, Washer And Dryer.""",https://www.realmaster.com/en/toronto-on/345-driftwood-ave/812-black-creek-TRBW5066151?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"812 345 Driftwood Ave, Toronto, Ontario, M3N2P4"
16,15 London Green Crt 602 | Apartment Sold Price,W5061866,sold,Residential Apartment,6,20201209,20201231,"360,000","369,900",3,2,0,1000-1199,SE,Exclusive,Exclusive,831.11,"Corner Unit!!! Welcome To Ideal For Investors/ First Time Buyer Or Downsize. Building Recently Renovated And Well Maintained. Over Cooking Ravine. Spacious And Bright Unit With 2 Bath. Parking And Locker. Quick And Easy Access To All Major Hwys And Shopping. Fridge, Stove, Washer Dryer, All Ellf's Updated Bath""",https://www.realmaster.com/en/toronto-on/15-london-green-crt/602-glenfield-jane-heights-TRBW5061866?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"602 15 London Green Crt, Toronto, Ontario, M3N1K4"
17,500 St Clair Ave W 1602 | Apartment Sold Price,C4993075,sold,Residential Apartment,16,20201117,20210106,"582,000","618,000",1,1,0,600-699,SW,Owned,None,533.9,"A Spacious 1 Bed + 1 Bath Suite That Is Set To Make An Impression. Situated At Bathurst &amp; St. Clair, This Space Is Ideal For Those That Want Everything In One Place. 2-Min Walk To St. Clair W Station, Grocery Stores And A Variety Of Restaurants. Open Layout With Designer Upgrades. Lrg Double Entrance Balcony That Connects To The Living Room And Bdrm. A Generous Sized Bdrm With Ample Closet Space. Sw Facing Unit With A Clear Sight Of Dt T.O. And Lake Ontario. Upgraded Stainless Steel Appliances, 1 Parking Spot, Gym, 24Hr Concierge.""",https://www.realmaster.com/en/toronto-on/500-st-clair-ave-w/1602-humewood-cedarvale-TRBC4993075?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"1602 500 St Clair Ave W, Toronto, Ontario, M6C1A8"
18,170 Fisherville Rd | House Sold Price,C4933277,sold,Residential House,,20200930,20210108,"1,450,000","1,488,000",4,4,1,,N,,,,"Overlooking Westminster's G. Ross Lord Park In North York, 170 Fisherville Rd Is A Beautifully Maintained Family Home With A Highly Functional Layout. 4+1 Beds, 4 Baths, Sprawling Finished Basement And 2-Car Garage. Huge Master Bedroom, Ensuite And Walk-In Closet. A Stone's Throw From Steeles Ave West, All Of Your Conveniences Are Just A Short Walk From Home. Access To Ttc, Shopping, Restaurants, Schools And More Combined With The Peace And Quiet Of Parkland All New Elfs &amp; Receptacles,All Existing Window Coverings, All Existing Appliances:2 Fridges,2 Ranges,Dishwasher,Washer &amp; Dryer,Hood Fan,Cac,Fag &amp; Equipment,Central Vac,Hot Water Tank(Rental),Newly Painted. Home Being Sold As Is Where Is""",https://www.realmaster.com/en/toronto-on/170-fisherville-rd/westminster-branson-TRBC4933277?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"170 Fisherville Rd, Toronto, Ontario, M2R3C5"
19,225 Sherway Gardens Rd Ph101 | Apartment Sold Price,W5065008,sold,Residential Apartment,32,20201214,20210111,"520,000","509,900",1,1,1,600-699,SW,Owned,Owned,598.73,"Rarely Offered Penthouse Suite With Unobstructed Southwest Views. Catch Amazing Sunsets This Unit Has To Offer Each And Every Day From The Comfort Of Your Living Room. Inside Boasts A Large Entryway Leading To An Open Concept Floor Plan That Effectively Combines Kitchen, Living And Dining Room Spaces. Enjoy 9Ft Ceilings Throughout. Den That Can Be Used/Converted Into Guest Suite, Office Or Nursery. Parking Located Near Elevator And Over Sized Locker Included Location Is Second To None With Fast Access To Qew And Hwy 427. Steps To Ttc, Sherway Gardens Mall &amp; Amazing Restaurants. Inclusions: S/S Appliances Including Fridge, Stove, Dishwasher, Microwave, Oven &amp; Washer/Dryer. Excluded: Stager Items""",https://www.realmaster.com/en/toronto-on/225-sherway-gardens-rd/ph101-islington-city-centre-west-TRBW5065008?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"Ph101 225 Sherway Gardens Rd, Toronto, Ontario, M9C0A3"
20,4727 Sheppard Ave 304 | Apartment Sold Price,E5079240,sold,Residential Apartment,3,20210108,20210110,"540,000","495,000",2,2,1,1400-1599,NW,OwnedP236,Owned,751.27,"Your Search Is Over For A Capacious Condo In The City! There's Room For The Whole Family In This Charming Unit W/ Almost 1500 Sq Ft. Newly Installed Luxury Vinyl Floors &amp; Freshly Painted Thru Out. Working From Home? Cozy Up In The Bright &amp; Brilliant Solarium W/ Walk Out To Open Balcony. This Turn Key Flat Includes 2 Separate Parking Spaces &amp; Locker For Even More Storage Access To Ttc &amp; Stc, White Haven P.S. &amp; Agincourt C.I District. All Elf's &amp; Window Coverings Included. S/S Ge Fridge, Stove &amp; B/I Dishwasher (2018), Freshly Painted Thru Out (Dec 2020), Luxury Vinyl Flooring Newly Installed In Living Room, Dining, Kitchen &amp; Master Bdrm (Dec 2020). Hot Water Tank (Owned)""",https://www.realmaster.com/en/toronto-on/4727-sheppard-ave/304-agincourt-south-malvern-west-TRBE5079240?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"304 4727 Sheppard Ave, Toronto, Ontario, M1S5B3"
21,150 Alton Towers Cir #1207 | Apartment Sold Price,E4819419,sold,Residential Apartment,12,20200706,20210108,"392,000","299,900",1,1,0,700-799,NE,Exclusive1-17,None,360,"Location! Location! Bright And Spacious 1 Bedroom, 1 Bathroom Unit With Open Balcony Facing North East Enjoy Sunshine All Year Round! An Unobstructed View Of Landscaping *Walking Distance To Shopping Centre, Milliken Park, Library, Community Centre And Restaurants *Amenities: Indoor Pool, Sauna, Gym, Ping Pong, Media Room, Party Room And Tennis Court. **$1,000 Appliance Bonus To The Buyer On Closing* Tenant Pays Hydro &amp; Hwt Rental. Stove, Fridge, Dishwasher, Washer, Hot Water Tank (Rental), Existing Window Covering &amp; Existing Elfs.""",https://www.realmaster.com/en/toronto-on/150-alton-towers-cir/1207-milliken-TRBE4819419?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"#1207 150 Alton Towers Cir, Toronto, Ontario, M1V4X7"
22,955 Queen St W Ph20 | Apartment Sold Price,C5071438,sold,Residential Apartment,Ph,20201228,20210111,"645,000","645,000",1,1,0,500-599,W,Owned33,Owned,430,"If You're Looking For A Perfect Petite 1 Bed, 1 Bath, Just Under 600 Sq Ft Unit In The Chocolate Loft, We Have It. Ideal Home For Singles, Cook In A Larger Kitchen, Well Ventilated W/ A Juliette Balcony, Great Concierge + Security, Newly Renovated Common Areas W/ Gym &amp; Parking For Cars &amp; Bikes, The Most Important Super Neighbours, Pets Welcomed &amp; Respected. Pictures Don't Tell, Come &amp; See, Just Move In Condition The Asking Price Includes A Priceless Sofa Bed From Kiosk Design On King St. E. Toronto. Other Chattels Included: Fridge, Stove, Window Coverings, Dishwasher, Microwave &amp; Washer/Dryer.""",https://www.realmaster.com/en/toronto-on/955-queen-st-w/ph20-trinity-bellwoods-TRBC5071438?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"Ph20 955 Queen St W, Toronto, Ontario, M6J3X5"
23,110 Charles St E 909 | Apartment Sold Price,C5067179,sold,Residential Apartment,9,20201217,20210106,"557,000","569,900",1,1,0,500-599,E,Owned,Owned,418.09,"This Modern Open Concept Suite Has Engineered Hardwood Floors Throughout With Floor To Ceiling Windows And Granite Counters. Beautiful East Views, Bringing In The Morning Light. Every Room Has Been Recently Updated (See Feature Sheet). Hotel-Inspired Amenities Include A State-Of-The-Art Fitness Centre, Party Room, Games Room, Media Room, Library And A Spectacular Roof Garden With Private Cabanas, An Outdoor Swimming Pool And Hot Tub. Fridge, Stove, Dishwasher, Microwave, Washer, Dryer, Light Fixtures, Window Coverings, Parking And Storage Locker Included. Tv Projector Negotiable.""",https://www.realmaster.com/en/toronto-on/110-charles-st-e/909-church-yonge-corridor-TRBC5067179?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"909 110 Charles St E, Toronto, Ontario, M4Y1T5"
24,5 Birch Tree Cres | House Sold Price,W5077186,sold,Residential House,,20210106,20210110,"681,000","639,900",3,2,1,,E,,,,"Detached Move In Ready Bungalow On A Wide 32.92 Ft Frontage Lot With Private Drive.Main Floor Features  3 Bedrooms.Fully Finished Basement With Separate Entrance With Kitchen,Living Room,Bedroom And Den Plus 2 Washrooms And Laundry.Fenced Yard.Upgrades Include New Breaker Panel (2020) Exterior Paint (2020),Cement Parging (2020) Backyard Shed (2019). Near Schools,Shops,Parks,Ttc,Metrolink &amp; Up Express.Minutes To 401/400. Near Future Eglington Subway Line. All Kitchen Appliances,Washer And Dryer.Ready To Move Into Or Perfect For Those Wishing To Renovate/Expand.Steps To Transit,Library,Hospital,Daycare.**Offers Now Being Accepted For Sunday January 10th 11Am""",https://www.realmaster.com/en/toronto-on/5-birch-tree-cres/mount-dennis-TRBW5077186?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"5 Birch Tree Cres, Toronto, Ontario, M6M2K7"
25,88a Foch Ave | House Sold Price,W5070966,sold,Residential House,,20201223,20210104,"1,200,888","1,164,888",3,4,1,2000-2500,W,,,,"Absolutely Stunning Home With Natural Light Thru Out Home! Come See This 3 Bdrm Home W/ Ensuite Bathroom In The Master Bdrm &amp; Walkout Balcony From Front Bdrm. Main Floor Has Cozy Living Room With Large Eat In Kitchen With Walk Out To A Covered Deck And Private Backyard. Added Bonus Is The Beautifully Renovated Basment With Seperate Entrance, Bathroom, Bdrm + Kitchen Which Is Ideal For An In Law Suite. Show &amp; Sell. 10++ All Kitchen Appliances (2018) Washer &amp; Dryer (2018) Hot Water Tank (2019) Kitchen In Basement (2019) Fencing (2016) Backyard Shed (2014) Second Floor In Garage (2012) Crown Molding In Living Room &amp; Upstairs Hallway (2017), Pot Lights (2017)""",https://www.realmaster.com/en/toronto-on/88a-foch-ave/alderwood-TRBW5070966?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"88a Foch Ave, Toronto, Ontario, M8W3X6"
26,50b Treeview Dr | House Sold Price,W4899153,sold,Residential House,,20200904,20210108,"1,750,000","1,749,999",4,4,0,,W,,,,"A Work Of Art To Come To Etobicoke's Alderwood Community On Arguably The Rarest Street, With East Facing Pool Size Lot. This Pre-Con Home Can Be Your Dream Come True. Oversized Hardwood Floor, Luxury Built In Appliances, 10' Ceilings, Solid 8' Doors, Imported Hardware, Breathtaking Designer Kitchen, Large Rooms, Master Ensuite Retreat W/In Floor Heating, Walk-In Closets, Fully Finished Basement W Massive Rec Room + Heated Floors. Buy Now &amp; Save!! Completion Set For Spring 2021. Some Finishes May B Chosen For Limited Time. Builder Willing To Do In Ground Pool At An Agreed Upon Cost. Full Detailed Spec List To Be Provided To Potential Buyer. Photos From Recent Project.""",https://www.realmaster.com/en/toronto-on/50b-treeview-dr/alderwood-TRBW4899153?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"50b Treeview Dr, Toronto, Ontario, M8W4C2"
27,42 Gwendolen Ave | House Sold Price,C5058790,sold,Residential House,,20201207,20201228,"1,550,000","1,598,000",3,2,1,,N,,,,"Amazing Opportunity In City Center! On One Of The Best Streets And Surrounded By Multi Million Dollar Homes. Steps To Subway, Gwendolen Park And The Don Valley Ravine. Fantastic 41.88 X 130 Regular Lot. End Users Build Your Forever Dream Home In One Of The Most Desirable Areas Of The City. Stove, Electric Light Fixtures And Window Coverings All In As Is Condition. Do Not Walk The Lot Without An Appointment Through Listing Broker. Survey Attached.""",https://www.realmaster.com/en/toronto-on/42-gwendolen-ave/lansing-westgate-TRBC5058790?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"42 Gwendolen Ave, Toronto, Ontario, M2N1A2"
28,10 Sunny Glwy 1807 | Apartment Sold Price,C5076069,sold,Residential Apartment,17,20210104,20210105,"435,000","430,000",2,1,0,800-899,W,Exclusive17Exclusive,Exclusive,596.17,"Lots Of Potential! With Scenic Views And Newer Appliances (2019), This 2 Bedroom Unit Is Awaiting Your Personal Touch. Maintenance Fee Includes All Utilities And Building Insurance. Conveniently Located Near Schools, Grocery Stores, Shopping Centres, Restaurants, Parks And Walking Trails. Minutes To Dvp, 401, The Upcoming Eglinton Crosstown And 24/7 Public Transit. S/S Fridge, Stove, Washer &amp; Dryer, Microwave, All Elfs.""",https://www.realmaster.com/en/toronto-on/10-sunny-glwy/1807-flemingdon-park-TRBC5076069?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"1807 10 Sunny Glwy, Toronto, Ontario, M3C 2Z3"
