,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
0,2220 Lake Shore Blvd W 307 | Apartment Sold Price,W5060200,sold,Residential Apartment,3,20201207,20210128,"524,000","538,880",1,1,0,600-699,N,Owned016,Owned,476.26,"Welcome To Modern, 634 Sqft Balcony One Bedroom Study Condo. This Spacious Unit Offers Open Concept Living, Dining &amp; Kitchen W/ Stainless Steel Appliance, Laminate Flooring Throughout, Ensuite Laundry Rm. Parking, Locker. It Is Located In Great Westlake Complex That Provides 24Hr Concierge Service &amp; Building Security Guard. Indoor Pool, Sauna, Guest Suites, Party Rm, Games Rm &amp; Rec Rm, Yoga Studio, Visitor Parking. Go Train, Lake &amp; Parks Only Steps Away. Shoppers, Metro, Lcbo, Starbucks &amp; More Within The Complex. Easy Access To Highway &amp; Minutes Away From Downtown Toronto. **Interboard Listing:  Oakville, Milton &amp; District R. E. Board**""",https://www.realmaster.com/en/toronto-on/2220-lake-shore-blvd-w/307-mimico-TRBW5060200?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"307 2220 Lake Shore Blvd W, Toronto, Ontario, M8V0C1"
1,275 Village Green Sq 3425 | Apartment Sold Price,E5085954,sold,Residential Apartment,34,20210115,20210129,"543,000","549,990",1,2,1,600-699,S,Owned32,Owned,427.01,"* Luxury Condo By Tridel Avani 2 * Bright &amp; Spacious * 1 Bedroom+Den With 2 Bathrooms * Open Concept Liv/Din/Kit * South Facing Balcony With Unobstructed View * Stainless Steel Appls * Granite Countertops * Laminated Floors Thru-Out * Upgrd Mirror Closet In Mbr * 24 Hrs Concierge * Amenities Include: Gym, Party/Meeting Rm, Guest Suites, Games Rm * Close To Public Transit, Toronto Public Library, Hwy 401, Mall, Kennedy Common Shopping Ctr, Parks, Etc. * Stainless Steel Appls: Fridge, Stove, B/I Dishwasher; Washer &amp; Dryer, Upgrd B/I Microwave Hood/Fan, All Existing Window Coverings. ** 1 Parking &amp; 1 Locker Included ** Maint Fee Includes Unlimited Internet ** Parking Space Across Elevator **""",https://www.realmaster.com/en/toronto-on/275-village-green-sq/3425-agincourt-south-malvern-west-TRBE5085954?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"3425 275 Village Green Sq, Toronto, Ontario, M1S 0L8"
2,88 Grangeway Ave 2601 | Apartment Sold Price,E5076000,sold,Residential Apartment,22,20210105,20210108,"448,000","449,000",1,1,0,600-699,SW,Owned59,Owned,483.63,"Excellent And Convenient Location Steps To Mccowan Light Train Station,401,Stc Shopping Mall. Spectacula Toronto Dt Skyline View,Huge Balcony,Sunfilld Unit,Laminate Floor Through Out.One Parking And One Locker Included ,Professionally Renovated ,New Floor In Master Bedroom, New Window Blinds,Vacant Unit For Easy Showing Stainless Steel Fridge, Smooth Top Stove, B/I Dishwasher, Range Hood, Washer, Dryer, All Elf, Window Blind, One Parking, One Locker Are Included In The Price.""",https://www.realmaster.com/en/toronto-on/88-grangeway-ave/2601-woburn-TRBE5076000?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"2601 88 Grangeway Ave, Toronto, Ontario, M1H 0A2"
3,250 Manitoba St 512 | Apartment Sold Price,W5060425,sold,Residential Apartment,5,20201207,20210128,"685,000","700,000",1,2,0,900-999,W,Owned40,Owned,735.52,"Rare Loft Living With Large Balcony With Gas Hook Up For Your Bbq, 1-Br &amp; Oversized Den/0Ffice Perfect For Working From Home. The Skylofts At Mystic Pointe Has Ttc Located At Your Front Door, 5 Min Walk To Mimico Go And Seconds To Gardiner, 427, And Qew Highways Make This One Of The Most Transit Friendly Places In The City. 17 Ft Windows Bring In The Light To This Fully Renovated Unit. New Flooring Throughout &amp; Updated Bathrooms/Kitchen.Dog Park Across Street All Appliances, Window Coverings, Light Fixtures, Tv Mount In Living Room.""",https://www.realmaster.com/en/toronto-on/250-manitoba-st/512-mimico-TRBW5060425?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"512 250 Manitoba St, Toronto, Ontario, M8Y4G8"
4,181 Village Green Sq 921 | Apartment Sold Price,E5082331,sold,Residential Apartment,9,20210112,20210128,"532,000","489,900",2,2,0,700-799,E,Owned,Owned,547.41,"Live The Luxury Lifestyle W/ 2 Bedroom And 2 Full Bath W/ All Amenities Surrounded In A Lovely Neighborhood. Very Nice Layout W/ Good Sized Bedrooms. Walking Distance To Public Transit, Shopping, Library, And More. Drive Off To Hwy 401 Within Minutes. Clean &amp; Ready For You To Move In. Ridge, Stove, Dishwasher, Microwave, Washer, Dryer, 1 Parking &amp; 1 Locker. Locker Very Conveniently Located As Soon As You Open The Locker Room Situated On The Same Level As The Parking Level.""",https://www.realmaster.com/en/toronto-on/181-village-green-sq/921-agincourt-south-malvern-west-TRBE5082331?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"921 181 Village Green Sq, Toronto, Ontario, M1S 0K6"
5,25 Town Centre Crt 3210 | Apartment Sold Price,E4985607,sold,Residential Apartment,28,20201109,20210127,"615,000","639,900",2,2,0,1000-1199,NW,Owned,Owned,648.63,"Absolutely Luxurious And Specious Large Sized Condo At The Heart Of Scarborough's City Centre.!! 'Centro' North Tower. Corner Unit With 2 Bedrooms + 2 Full Baths, Underground Parking+Locker Included. W/Breathtaking N/W View. It Is A Home That You Should Not Miss..! Open Concept Large Sized Living. Outstanding Building Amenities: Guest, Indoor Pool, Well Equipped Gym, 24-Hour Security, In-Suite Security, Walk To Ttc, Shops, Hwy 401 &amp; Scarboro Town Centre. **Floors And Paint New July 2020. S/Steel Fridge, S/S Stove, S/S Wine Fridge, S/S Dishwasher, And Designer S/S Vent Hood In Kitchen. White Washer And Dryer And All Existing Lighting Fixtures. Must See Don't Miss It..!!""",https://www.realmaster.com/en/toronto-on/25-town-centre-crt/3210-bendale-TRBE4985607?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"3210 25 Town Centre Crt, Toronto, Ontario, M1P 0B4"
6,20 Tubman Ave 2602 | Apartment Sold Price,C5090135,sold,Residential Apartment,26,20210121,20210128,"662,000","598,888",1,1,1,600-699,W,Owned32,Owned,435.12,"Don't Miss Out On This Modern 1 + Den Suite With Stunning South West Views Of The City Incl. The Cn Tower &amp; Lake + Large Balcony. The Wyatt Condos Is Located In The Regent Park Community Of Downtown Toronto. Designer Finishes Throughout ,9 Ft Ceilings, Laminate Floors Loft Style Feel W Plenty Of Sunlight.Excellent Amenities:Concierge, Party/Meeting Room, Gym, Theatre Room, Bike Room,Games Room, Rooftop Patio. Steps To Dundas,Queen,King &amp; College Streetcars S/S Electrolux Fridge, Oven/Range &amp; Over The Range Hood Fan, Panasonic Microwave, Built-In Dishwasher. Stacked White Lg Washer/Dryer. All Elf's.1 Parking &amp; 1 Locker Included.""",https://www.realmaster.com/en/toronto-on/20-tubman-ave/2602-regent-park-TRBC5090135?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"2602 20 Tubman Ave, Toronto, Ontario, M5A 0M8"
7,155 Beecroft Rd Ph212 | Apartment Sold Price,C5082208,sold,Residential Apartment,27,20210112,20210128,"588,800","588,800",1,1,1,600-699,E,Owned,Owned,485.38,"&lt;&lt; Absolutely Stunning!! Gorgeously Renovated!! Shows 10+Most Desirable 1 + 1 Layout At Broadway Two Condos Built By Award Winning Menkes! Approx 670 Sqft With Large Den That Used As 2nd Bedroom. Freshly Painted, New Kitchen Marble Counter Tops, S/S Appliances, New Vanity And Flooring. Prime North York Location With Direct Access To Subway, Top Restaurants, Shopping, Theaters, Mel Lastman Square And More!! This Condo Is A Must See! Extras:Spectacular Views! **Penthouse*Bright &amp;Spacious,High Ceilngs**Balcony Penths Level 31 Parking + Locker, Fridge, Stove, Built-In Dishwshr,Microwve,Washer/Dryer,New El Fxtrs.,New Blinds. Well Maintained Building In Prime North York Location .""",https://www.realmaster.com/en/toronto-on/155-beecroft-rd/ph212-lansing-westgate-TRBC5082208?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"Ph212 155 Beecroft Rd, Toronto, Ontario, M2N7C6"
8,1 Massey Sq 2611 | Apartment Sold Price,E5082802,sold,Residential Apartment,25,20210112,20210128,"443,000","439,800",2,1,0,900-999,W,Rental,Ensuite+Common,761,"Gorgeous View Of Toronto Skyline &amp; Cn Tower With Zero Blockage. Large, Bright And Specious. Close To Victoria Park Subway, School, Super Market, Walk-In Clinic &amp; Drugstore, Library, Golf Course, Parks And Many More. Shoppers World Plaza Also A 2 Min Drive Away. 20 Min Drive To Downtown Core, Uoft &amp; Ryerson University, Maintenance Fees Cover Basic Cable Tv, Water, Heat, Hydro, No Unwanted Bills. A Great Place To Live Like Home With A Low Price. Fridge, Stove, Elf's. Walk To Victoria Park Subway Station, Schools, Daycare, Metro, Lowes, Dollarama Loblaws, Beer Stores, L C B O All Are In Walking Distance. Great Potential For Future Appreciation In This Huge Complex.""",https://www.realmaster.com/en/toronto-on/1-massey-sq/2611-crescent-town-TRBE5082802?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"2611 1 Massey Sq, Toronto, Ontario, M4C5L4"
9,131 Torresdale Ave 102 | Apartment Sold Price,C4922783,sold,Residential Apartment,1,20200922,20210124,"550,000","599,990",2,2,0,1400-1599,SW,Exclusive2,Ensuite,1053.59,"Rare Spectacular Corner!!!! Buyer/Investors You Will Be Amazed By The Price Per Square Foot! **Ground Floor Unit! Best Of Both Condo Living And House! No Need To Take An Elevator! Live In This Grand Huge Condo In The Prestigious Hemisphere. Open Concept For You To Host Large Family Entertaining. Eatin Kitchen With Separate Family Room. Study Overlooking The Gardens. Floor To Ceiling Windows Gorgeous Views Of Greenery. Access From Hallway To Outdoor Space! Updated And Upgraded,Fridge,Stove,Dishwasher,Washer,Dryer,Electric Light Fixtures. Window Coverings. Maintenance Includes Utilities And High Speed Internet. Shabbat Elevator. Walking Distance To Shops,Schools,Parks Ttc And More!""",https://www.realmaster.com/en/toronto-on/131-torresdale-ave/102-westminster-branson-TRBC4922783?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"102 131 Torresdale Ave, Toronto, Ontario, M2R3T1"
10,8 Park Rd Ph3602 | Apartment Sold Price,C5088931,sold,Residential Apartment,26,20210118,20210125,"993,000","999,000",2,2,0,1000-1199,NW,Exclusive1,Exclusive,1045.03,"Overlooking Rosedale &amp; Yorkville: Welcome To The Gateway To Yorkville &amp; The Best Of Bloor Street West. Access To Yorkville &amp; Bloor Shopping/Dining &amp; Yonge Or Bloor Subway Lines All Without Leaving Your Building. Both Universities Walking Distance. 9 Ft. Ceilings, Juliette &amp; Full Balcony, Split Plan 2 Full Bedrooms, 2 Full Baths. Original Owner. Fridge, Stove, Dishwasher, Washer, Dryer, Existing Window Treatments, Electric Fixtures. Upgraded Kitchen Window Opens To Balcony And Panoramic View From Principle Rooms. ***Video Tour &amp; Detailed Floor Plan Always Available Upon Request***""",https://www.realmaster.com/en/toronto-on/8-park-rd/ph3602-rosedale-moore-park-TRBC5088931?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"Ph3602 8 Park Rd, Toronto, Ontario, M4W3S5"
11,89 Dunfield Ave 2105 | Apartment Sold Price,C5085254,sold,Residential Apartment,21,20210115,20210128,"732,000","759,000",2,2,0,700-799,NE,Owned58,Owned,587.9,"Enjoy This Oasis In The Middle Of The City. Close To Transportation And Shopping This Corner Unit Has A Large Balcony To Enjoy The Morning Sun, Equipped With The Latest In Appliances It Is Perfect For Entertaining. Great Amenities In The Building Plus Grocery Store (Loblaws) And Lcbo Located On The Ground Floor. Great Restaurants, Schools And Subway In Walking Distance Well Kept Property Excellent Appliances. Include Fridge, Stove, Dishwasher, Washer And Dryer, All Elf, All Window Coverings (Rollers) Plus &gt;&gt;&gt;one Car Parking And Locker Included&lt;&lt;&lt; This Makes One Of The Lowest Priced Condos In The Area.""",https://www.realmaster.com/en/toronto-on/89-dunfield-ave/2105-mount-pleasant-east-TRBC5085254?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"2105 89 Dunfield Ave, Toronto, Ontario, M4S 0A4"
12,39 Marlee Ave | House Sold Price,C5095178,sold,Residential House,,20210127,20210128,"1,400,004","1,199,900",3,2,1,,E,,,,"Beautifully Renovated, Inside And Out, Brick Detached, Situated In The Highly Ranked West Prep &amp; Forest Hill School Districts. Modern Kitchen And Bathrooms With Heated Floors. Move-In Ready, Waterproofed Basement, Large Laundry Room W/ Plenty Of Storage. Private Fenced Yard On 25'X120' Lot. Great Location With Excellent Walk And Transit Scores. Close To Subway, New Eglinton Crosstown, Allen Expressway, Beltline Trail, Cedarvale Park And Top Private Schools. Viking Gas Range &amp; Oven, Hood Range, Stainless Steel Fridge, Washer &amp; Dryer, Light Fixtures, Window Coverings, 2 A/C Units, Master Built Ins, New Shed. Hwt(R) Seller Uses Front Pad Parking For Years With No Issues, Can Park 2nd Car In Rear.""",https://www.realmaster.com/en/toronto-on/39-marlee-ave/forest-hill-north-TRBC5095178?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"39 Marlee Ave, Toronto, Ontario, M6E3B1"
13,200 Sackville St 207 | Apartment Sold Price,C4951723,sold,Residential Apartment,2,20201013,20210128,"532,000","548,985",1,1,0,500-599,NE,None,Owned,334.62,"Great Location! Bright &amp; Spacious Corner Condo In A Boutique Building Built By Daniel's In The Heart Of The Award Winning Redevelopment Of Downtown Toronto, Regent Park. Great Value For Investor Or First Time Buyer. Upgraded &amp; Fully Furnished 1 Bdr. Unit+Study (Den), Functional Layout, Feels Like New, Large Windows, Electric Blinds, Smart Lighting, Quartz Counter Tops, Laminate Flooring &amp; Locker. Located Next To Ttc, Colleges, Parks,Schools, Shopping &amp; More. Stainless Steel Appliances:Fridge, Stove, B/I Microwave, B/I Bosch Dishwasher, Washer &amp; Dryer, Electric Blinds With Remote, Smart Home Lighting System, Storage Locker, Laminate Floors, Quartz Counter-Tops, Fully Furnished &amp; Ready To Move.""",https://www.realmaster.com/en/toronto-on/200-sackville-st/207-regent-park-TRBC4951723?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"207 200 Sackville St, Toronto, Ontario, M5A0B9"
14,96 Evelyn Wiggins Dr | House Sold Price,W5081011,sold,Residential House,,20210110,20210126,"945,000","969,000",5,11,3,2000-2500,W,,,,"Steps To Finch West Subway Station And York University Station, Located At York University Campus, Built In 2008 By Tribute, Main Floor 9 Feet Ceiling, Double Car Garage, Spacious And Perfect Layout, Balcony In 3rd Floor, Bedrooms With Ensuite Washroom. Steps To University Campus, Close To Shops, Plaza, Sports Centre, Etc. Fridge, Stove, Washer, Dryer, Elf's, Window Coverings.""",https://www.realmaster.com/en/toronto-on/96-evelyn-wiggins-dr/york-university-heights-TRBW5081011?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"96 Evelyn Wiggins Dr, Toronto, Ontario, M3J 0E4"
15,72 Esther Shiner Blvd 2315 | Apartment Sold Price,C5081668,sold,Residential Apartment,20,20210110,20210119,"688,000","699,000",2,2,0,800-899,SE,Owned13,Owned,637.6,"Best Value In Bayview Village! Steps To Ttc Subway, Go Transit, Ikea &amp; More. Short Drive To 401/404 &amp; Fairview Mall. Live In Luxury In This 10 Foot Ceiling Penthouse Unit, 2 Bedroom 2 Bathroom Corner Unit Extremely Spacious, Smart Living Space, Large Windows With Spectacular Natural Light And Walk-Out To Your Private 263 Sqft Wrap Around Balcony With Stunning South And East View. Exclusive Access To Shuttle Service To Subway Station And Go Train, Upgraded Ss Fridge, Stove, B/I Dishwasher, Washer, Dryer, Granite Countertops. Less Than $850/Sqft  Include Locker And Parking""",https://www.realmaster.com/en/toronto-on/72-esther-shiner-blvd/2315-bayview-village-TRBC5081668?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"2315 72 Esther Shiner Blvd, Toronto, Ontario, M2K0C4"
16,17 Eaton Park Ln 16 | Townhouse Sold Price,E5087955,sold,Residential Townhouse,2,20210119,20210126,"713,000","599,000",3,2,0,1000-1199,N,Owned327,None,192.11,"Immaculate Townhome In A Newly Built Neighborhood! Conveniently Located At Warden/Finch With Access To 24 Hr Ttc Bus On Finch Ave. A Lot Of Upgrades In This Unit!! 3 Bedroom Layout (3rd Bedroom Can Use As Den). Huge Terrace. Lots Of Custom Built Storages. Please Check Out The 3D Virtual Tour Attached. It Will Surprise You! Lots Of Upgrades!! Includes Slabs Tv Wall, Ss Fridge, Ss Stove, Ss Range Hood, W/D,  All Upgraded Elf's, Window Coverings, And Parking. Tv Mount, Custom Built Beds Are All Included! Hot Water Tank Is A Rental.""",https://www.realmaster.com/en/toronto-on/17-eaton-park-ln/16-lamoreaux-TRBE5087955?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"16 17 Eaton Park Ln, Toronto, Ontario, M1W0A5"
17,135 Village Green Sq 3522 | Apartment Sold Price,E5085951,sold,Residential Apartment,35,20210115,20210126,"540,000","499,000",2,2,0,700-799,W,Owned99,Owned,429.89,":Great Location!!! Tridel Condo In This Green Luxurious Community. 2 Bedroom W/ 2 Baths. Open Concept W/ Laminate Floor And Granite Counters. Fantastic Amenities Include 24Hr Concierge, Indoor Pool, Steam Room, Gym, Movie Theatre, Guest Suite, Party Room, Roof Top Garden And Deck. Close To Hwy, Shopping Malls, Parks &amp; Transit. Easy Access To Ttc, Hwy 401, School &amp; Library. Bright &amp; Airy Unit With Unobstructed View.  Don't Miss The Rare Opportunity! Excellent Facilities. Window Covering,  Upgraded Kitchen Hood, Fridge,  Stove,  B/I Dishwasher, Microwave, Stacked Washer And Dryer, Remote Control, All Lighting Fixtures. Parking And Locker Included.""",https://www.realmaster.com/en/toronto-on/135-village-green-sq/3522-agincourt-south-malvern-west-TRBE5085951?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"3522 135 Village Green Sq, Toronto, Ontario, M1S0G4"
18,39 Sherbourne St 206 | Apartment Sold Price,C5080006,sold,Residential Apartment,2,20210109,20210111,"572,000","572,000",1,1,0,500-599,N,Owned8,Owned,545.16,"Rarely Offered!  Largest 1Bd In Historic Part Of Building Offering Modern Elements.  Heart Of Dt!   Concierge Services!  9' Smooth Ceilings.  European Style Kitchen. High-End Built-In Appliances. Centre Island W/ Functional Roll-Out Dining.  Upgraded Backsplash.  Newer Blinds.  Best Of All.. Very Deep, Built-In Storage/Pantry In Living Area + Additional Built-In Storage In Bedroom + Built-In Media Unit + Custom Lighting In The Main Area! Parking Elevator Which Is Very Cool!  Steps To Many Of Dt Hot Spots; Distillery District, St Lawrence Market, Financial District, Harbourfront, Fine Dining Plus. King St. Car At Door.   Parking And Locker Included. See Attachment.""",https://www.realmaster.com/en/toronto-on/39-sherbourne-st/206-church-yonge-corridor-TRBC5080006?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"206 39 Sherbourne St, Toronto, Ontario, M5A 0L8"
19,89 Dunfield Ave 1302 | Apartment Sold Price,C4993954,sold,Residential Apartment,13,20201119,20210116,"710,000","739,888",1,1,1,600-699,E,Owned123,None,550.4,"Luxury Midtown Condo, Good Size With 1Bed+Den (695Sqft+99Sqft Balcony). Corner Unit With Unobstructed View And Max. Natural Light. Open Concept Floor Plan And Ceiling To Bottom Large Windows Surrounded. Quality Laminate Floor Throughout The Unit. Upgraded Custom Window Solar Blinds. Lcbo And Loblaws In The Same Building. Steps To Subway, Restaurants, Movies, Schools And Parks. Stainless Steel Appliances (Dishwasher, Microwave, Cook Top, Oven, Fridge) All Light Fixtures, Existing Window Solar Blinds, Washer/Dryer. 1 Parking Included. .Lb@ P2 Near Resident Parking Entrance Wire Fence With Green Tag &amp; Red Ribbon.""",https://www.realmaster.com/en/toronto-on/89-dunfield-ave/1302-mount-pleasant-west-TRBC4993954?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"1302 89 Dunfield Ave, Toronto, Ontario, M4S0A4"
20,8 Lee Centre Dr Ph208 | Apartment Sold Price,E4898084,sold,Residential Apartment,Ph2,20200902,20210127,"539,800","548,800",3,2,1,1200-1399,NW,Owned181,Owned,1035.1,"Fully Renovated Corner Unit. Prime Location At Scarborough Town Center, Right Next Highway Exit And Bus Stop, Restaurant And Convenience Store Right Down Stairs. Rare Ph Unit With High Ceiling, Separate Room For Kitchen, Almost New Refrigerator. Spacious Living Room. Laundry Room Has 5 Built In Closet For Clothes And Bags. Master Bedroom With Ensuite Washroom. 2nd &amp; 3rd Bedroom Have Built In Closet. This Unit Has Upgraded Floor, Bathroom, Kitchen And Lights Almost New Slate Stainless Steel Fridge And Stove, Less Than 2 Year Old Dishwasher. Granite Countertop, Zebra Blinds Throughout, Less Than 2 Year Old Large Washer/Dryer. Highly Sought After Convenient Location. Excellent  Amenities.""",https://www.realmaster.com/en/toronto-on/8-lee-centre-dr/ph208-woburn-TRBE4898084?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"Ph208 8 Lee Centre Dr, Toronto, Ontario, M1H3H8"
21,3091 Dufferin St 1205 | Apartment Sold Price,W5083225,sold,Residential Apartment,13,20210113,20210125,"490,000","499,900",1,1,0,500-599,NE,Owned,Owned,410.85,"Welcome Home To This Bright &amp; Rare 1 Bedroom Corner Unit With Unobstructed North &amp; East Views. Meticulously Maintained Move In Ready Unit With Flawless Layout. Expansive Living/Dining Area, Modern Kitchen With Stainless Steels Appliances. Granite Countertop. Great Amenities Included Rooftop Outdoor Pool, Part Room, Gym, Games Room. Steps To Subway, Shops, Parks,Yorkdale Mall. All Elf, S/S(Fridge, Stove, Microwave Hood Fan, B/I Dishwasher), Washer And Dryer. Parking &amp; Locker Included""",https://www.realmaster.com/en/toronto-on/3091-dufferin-st/1205-yorkdale-glen-park-TRBW5083225?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"1205 3091 Dufferin St, Toronto, Ontario, M6A2S7"
22,120 Harrison Garden Blvd Ph03 | Apartment Sold Price,C5087537,sold,Residential Apartment,21,20210118,20210126,"670,000","658,800",2,2,0,700-799,NE,Owned,Owned,558.75,"Luxury Tridel Building, Prime Yonge &amp; Sheppard (401) Area, Corner Unit, Ph Level, 10' Ceiling, Popular Split Bedroom, Modern Kitchen W/Granite Countertop. Parking For Electric Car, Terrace Garden With Bbq Area, Lap Pool, Sauna, Jacuzzi, Steam Rm, Gym Party Room, Billiard Rm. Close To Hallmark Center, Wholefood, Restaurants, Shopping, Park, Minutes Walk To Subway, Easy Access To 401. Stainless Steel Appliances, Built-In Cook Top Oven, Dishwasher, Microwave, Stacked Washer/Dryer, Granite Countertops. All Electrical Light Fixtures. One Parking And One Locker. 24Hr Concierge. Free Shuttle Bus To Sheppard Sw Station.""",https://www.realmaster.com/en/toronto-on/120-harrison-garden-blvd/ph03-willowdale-east-TRBC5087537?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"Ph03 120 Harrison Garden Blvd, Toronto, Ontario, M2N0C2"
23,50 Ann O'reilly Rd 1306 | Apartment Sold Price,C5083636,sold,Residential Apartment,13,20210113,20210126,"517,000","529,000",1,1,1,500-599,S,Owned15,None,422.47,"Quality Luxury Condo Built By Tridel. High Demand Location In North York. Unobstructed South View With Lots Of Sunshines. Great Open-Concept Layout. 9'Ceiling. Large Windows. Laminate Throughout. Modern Kitchen. Courtz Counter. Customized High-Quality Blinds &amp; Curtains. Condo Fee Includes Unlimited Internet. Large Size Front Load Washer/Dryer. Minutes To Subway Station, Ttc, Fairview Mall, Library, Community Centre, Future Lrt, Easy Access To Hwy 404/401. S/S Fridge, S/S Stove, S/S B/I Dishwasher, S/S Hood Fan, Washer, Dryer, All Elf's, All Window Coverings, One Parking, 24Hr Concierge/Gym/Billiards/Boardroom/Party Room/Guest Suites/Theatre/Rooftop Deck.""",https://www.realmaster.com/en/toronto-on/50-ann-oreilly-rd/1306-henry-farm-TRBC5083636?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"1306 50 Ann O'reilly Rd, Toronto, Ontario, M2J0C9"
24,27 Summerside Cres | House Sold Price,C5072069,sold,Residential House,,20201229,20210124,"1,325,000","1,359,900",3,2,2,,S,,,,"Hillcrest Village's Serene Gem Of A Property, Located On A Quiet Crescent. 3 Bedroom Bungalow With Sep. Entrance To 2 Bedroom Bsmt Apt. Gorgeous View Of Front And Back.New Floor,Pot Lights, New Kitchen,New S/S Appliances, New Washroom In Main Floor. Freshly Paint. In Highly Demanded School District, A.Y. Jackson Ss, Close To Ttc, Go Transit, Community Centre, Library, Shopping Centre, Restraunt,Hwy404/401 New Floor, New Kitchen,New S/S Fridge,Stove,  B/I Dishwashe. Washer And Dryer. All Elf's, Garden Shed.Garage Door Remote. Hot Water Tank(Rental)""",https://www.realmaster.com/en/toronto-on/27-summerside-cres/hillcrest-village-TRBC5072069?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"27 Summerside Cres, Toronto, Ontario, M2H1W9"
25,38 Dan Leckie Way 2812 | Apartment Sold Price,C5064493,sold,Residential Apartment,24,20201212,20210126,"1,600,000","1,650,000",2,3,1,1600-1799,SE,Owned,Owned,1120.54,"The Largest Unit At The Panorama! This 'Elite' 1718 Sq Ft Model With 220 Sq Ft Balcony Offers A Direct Private Elevator Into Your Suite &amp; A Private Garage Parking. Breathtaking Panoramic Open Se View Of The Cn Tower, Lake, Marina &amp; Island Airport. Check Out Virtual Tour. A 24 Hr Concierge, Fitness Centre, Sports Lounge, Internet Cafe, Gym, Roof Top Patio, Fireplace, Bbq &amp; Hot Tub. Ttc Streetcar Stop In Front Of Building. Next To Loblaws, Shoppers Drug, Etc. In The Redone Old Loblaws Building. Premium B/I S/S Appliances - Fridge, Oven &amp; Counter Top Stove, Front Load Washer/Dryer, B/I Dishwasher, Quartz Counter, Granite &amp; Hardwood Floors.""",https://www.realmaster.com/en/toronto-on/38-dan-leckie-way/2812-waterfront-communities-c1-TRBC5064493?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"2812 38 Dan Leckie Way, Toronto, Ontario, M5V2V6"
26,68 Abell St 323 | Apartment Sold Price,C4987930,sold,Residential Apartment,3,20201112,20210111,"455,000","490,000",2,1,0,500-599,W,None,None,378,"Gorgeous 2 Bedroom Units Located A Queen West. Balcony Facing Courtyard With Floor To Ceiling Window. Excellent Open Concept Layout With Spacious &amp; Generous Sized Master Bedroom. Live In The Toronto's Trendiest Queen West Neighbourhood. Minutes To Ttc. Walking Distance To Gladstone, The Drake, Restaurants, Top Art Galleries. 550Sqft As Per Builder's Plan. Stainless Steel Appliances Includes Fridge, Stove, Dishwasher And Microwave. Stacked White Washer/Dryer, Blinds And Existing Lights And Fixtures.""",https://www.realmaster.com/en/toronto-on/68-abell-st/323-little-portugal-TRBC4987930?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"323 68 Abell St, Toronto, Ontario, M6J0B1"
27,295 Village Green Sq 60 | Townhouse Sold Price,E5085097,sold,Residential Townhouse,1,20210114,20210127,"704,520","717,000",3,3,1,1200-1399,E,Owned94None,None,481.09,"Luxury And Location! Tridel's Coveted Metrogate Community! Executive Modern Towns With A Lovely Park &amp; Playground Only Steps Away! Minutes To Kennedy Road Shopping District, Fantastic Restaurants, Shopping, Transit, Go Station, Schools, Libraries And Agincourt Rec Centre/Open Concept Bright &amp; Spacious 3 Bdrms + Den- Can Easily Be Made Into A 4th Bdrm. Boasts 2 Full Baths + 2 Pc Guest Powder Room! Won't Last!! Existing Fridge, Stove, B/I Dishwasher, B/I Microwave, Washer And Dryer.Private Patio. Two Parking""",https://www.realmaster.com/en/toronto-on/295-village-green-sq/60-agincourt-south-malvern-west-TRBE5085097?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=7,"60 295 Village Green Sq, Toronto, Ontario, M1S0L2"
