,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
10,93 Commonwealth Ave | House For Sale,E5108465,for sale,Residential House,,20210208,,,"799,900",3,2,1,,E,,,,"Immaculately Kept &amp; Super Clean!!$$$spent On Upgrades!!New Doors,Upgraded Light Fixtures,Renovated Eat-In Kitchen W/New Quartz Counter,Modern Cupboards,Double Sink,Backsplash,Tasteful Newly Painted,Sep. Entrance To Newly Renovated Bsmt W/Kitchen,Living Rm, Bedrm &amp; 3 Pc Bath!Separate Large Laundry Rm!Gorgeous Landscaped Front &amp;Back Surrounded By Flowers &amp;Trees,Fenced Yard W/Huge Newer Patio For Entertaining &amp;Bbq, Mins To Subway,Variety Of Shops!Schools&amp;Park! Beautiful Home! 2 Fridges, 2 Stoves, All Electric Light Fixtures, All Window Coverings, Washer &amp; Dryer, Hot Water Tank (Rental), Furnace &amp; Cac Rental $90.64/Per Month + Hst""",https://www.realmaster.com/en/toronto-on/93-commonwealth-ave/kennedy-park-TRBE5108465?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"93 Commonwealth Ave, Toronto, Ontario, M1K4K4"
11,79 Gilbert Ave | House For Sale,W5104357,for sale,Residential House,,20210203,,,"1,459,999",3,4,2,,E,,,,"Stunning Home, Handcrafted Custom Newer Built Home!. Extraordinary Home With Hardwood Floors And Oak Staircases. The Also Features A 2 Bedroom In Law Suite In Walk Out Basement To Brick Patio. One Bedroom Features A Balcony With Westerly Views. A Large 2 Car Garage With Additional Parking Spot In Laneway. Office Could Be Used As 4th Bedroom. Ample Pot Lights &amp; Gorgeous Kitchen. This Home Is Truly Remarkable And Must Be Seen! Roughed In Cctv, Intrusion System, Internet And Cable Tv. Close To Giovanni Caboto Rink/Earlscourt Park.  Please See Virtual Tour.""",https://www.realmaster.com/en/toronto-on/79-gilbert-ave/corso-italia-davenport-TRBW5104357?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"79 Gilbert Ave, Toronto, Ontario, M6E4W2"
12,2522 Keele St 418 | Apartment For Sale,W5104468,for sale,Residential Apartment,4,20210204,,,"439,000",1,1,0,0-499,W,Owned51,Owned,346.31,"Beautiful, Bright Condo Unit With Unobstructed West Views. Central Location Makes Getting Anywhere In The City A Breeze. Easy Access To Highways And Public Transit. Open Concept Design With Stainless Steel Appliances, And Balcony. Visitor Parking Available. Minutes To Hwy 401, 400, Yorkdale, York University, And Hospital. Here's A Great Opportunity To Own A Property In The City. Don't Let Your Chance To Own In This Beautiful Boutique Condo Building Pass By. Fridge, Oven, Clothes Washer And Dryer. Bike Storage, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden. Owned Parking Spot And Storage Locker. Currently Occupied By A Tenant Who Is Vacating By The End Of March.""",https://www.realmaster.com/en/toronto-on/2522-keele-st/418-maple-leaf-TRBW5104468?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"418 2522 Keele St, Toronto, Ontario, M6L2N8"
13,16 Bonnycastle St 2402 | Apartment For Sale,C5096106,for sale,Residential Apartment,24,20210127,,,"798,000",1,2,1,700-799,W,Owned411,Owned,534,"Gorgeous Waterfronts Newest Development *Monde* By The Award-Winning Builder Great Gulf, Bright And Spacious 1+1 Beds &amp; 4Pc Ensuite W/R &amp; 2Pc Powder, Large Kitchen Island W/ Breakfast Bar,Engineered Hardwood, Walking Distance To The Waterfront, St. Lawrence Market, Sugar Beach, George Brown College, Groceries, Pubs And Bistros, Coffee Shops And Cinema. Quick Access To Dvp + Gardiner Expressway, Free Shuttles To Union Station.Parking &amp; Locker Included. Stainless Steel Fridge, Stove, Dishwasher, Range Hood, Microwave, Washer And Dryer, Superb Amenities :Yoga/Weights Studios,Hot Plunge Pool, Sauna,Steam Rm,Dining Bar/Lounge,In,Billiards Rm,Cabana Deck,Outdoor Infinity Pool,Guest Rms.""",https://www.realmaster.com/en/toronto-on/16-bonnycastle-st/2402-waterfront-communities-c8-TRBC5096106?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"2402 16 Bonnycastle St, Toronto, Ontario, M5Aoc9"
14,33 Ledbury St | House For Sale,C5091724,for sale,Residential House,,20210122,,,"1,795,000",3,3,2,2500-3000,E,,,,"Absolutely Stunning &amp; Extensively Reno'd Res In Most Sought After Bedford Park. Rare 42 Ft Lot. Exceptional Flow, Ideal For Ent. Beautiful Living Rm W/Cust Built-Ins. Chef Insp Reno'd Kitch Features A Peninsula Brkfst Bar, Marble C/Tops, Cust Cabinetry &amp; Ss Appl. Beautiful Hwd Flrs. Main Fl Powder Rm. Upper 5-Pc Bath Enjoys Heated Marble Flr &amp; Rain Shower. Ll W/Rec Rm &amp; Nanny Suite. 1 Car Gar. W/Out From Din Rm To Deck W/Bbq Gas H/Up .Great School. Walking Distance To Shops &amp; Restaurants At Avenue &amp; Lawrence, Schools, Caribou Park &amp; Ttc, All Window Cov, Pot Light, Bbq Gas H/Up, Kenmore Elite S/S Fridge/Freezer &amp; Ss Dw, Gas C/Top. Panasonic S/S Micro, Cac, All Elf's.""",https://www.realmaster.com/en/toronto-on/33-ledbury-st/bedford-park-nortown-TRBC5091724?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"33 Ledbury St, Toronto, Ontario, M5N2Y8"
15,800 Lawrence Ave W 511 | Apartment For Sale,W5080370,for sale,Residential Apartment,6,20210110,,,"559,000",1,1,1,600-699,S,Owned,Owned,420,"Most Desirable 1 Bedroom Plus A Large Den Floor Plan In A Luxurious Building. Fantastic And Functional 629 Sqft Layout With Clear Views. South Exposure With A Lot Sunlight. Patio Balcony Can Be An Oasis. New Paint Throughout.Great Amenities. Highly Convenient Location. Ttc Right Outside Your Door And Steps Away From The Subway, Dining, Shopping And Across The Street Park. Short Drive Highway 401 And Yorkdale Mall. Stainless Steel: Fridge, Stove, Microwave/Fan, Built-In Dishwasher. White Stackable Washer And Dryer. All Light Fixtures, . Perfect For End Use Or Rental. Great Location With Community Feel.""",https://www.realmaster.com/en/toronto-on/800-lawrence-ave-w/511-yorkdale-glen-park-TRBW5080370?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"511 800 Lawrence Ave W, Toronto, Ontario, M6A 1C3"
16,83 Borough Dr 2903 | Apartment For Sale,E5065234,for sale,Residential Apartment,29,20201215,,,"530,000",1,1,1,700-799,W,Owned49,Owned,435.87,"Luxurious Tridel 360 With Walking Distance To Scarborough Town Centre. Over 700 Sq. Ft. Bright Sun Filled Rooms. Move In Condition. Original Owners, Shows Pride Of Ownership. Functional Layout, Modern Open Concept Kitchen With Granite Countertops &amp; Upgraded Appliances. Laminate Throughout. Excellent Management. 24Hr Concierge. Great Amenities. Mins To 401. Flat Top Stove,Microwave,Dishwasher,Fridge,Washer,Dryer.All Elf's,Window Coverings.1 Parking &amp; 1 Locker,Indoor Pool,Sauna, Exercise Room,Billiards,Party Room,Virtual Golf&amp;Guest Suites. Close To Shopping,Restaurants,Ttc,Rt,Go Buses&amp; Hwy 401.""",https://www.realmaster.com/en/toronto-on/83-borough-dr/2903-bendale-TRBE5065234?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"2903 83 Borough Dr, Toronto, Ontario, M1P5E4"
17,832 Bay St 3710 | Apartment For Sale,C4904955,for sale,Residential Apartment,37,20200908,,,"1,189,000",3,2,1,1200-1399,Sw,Owned,Owned,798.84,"Prestigiou Burano Spacious Luxury 3 Bedrooms+Den S/W Corner Unit, Almost 1300 Sqft With Breathtaking Panoramic Views Of Toronto Skyline&amp;Cn Tower&amp;Lake! Large Terrace And Excellent Layout. Fantastic Amenities With Club-House, Gym, Party Room, Study/Business Room, Outdoor Pool, Sauna, Roof Garden. Good Location - Walking Distance To U Of T, Ttc, Subways,Shops, Parks. Fridge, Stove, Built-In Microwave &amp; Dishwasher, Washer And Dryer, Hardwood Floor.All Elf`s. All Window Coverings. This Price Includes Most Of Furniture.""",https://www.realmaster.com/en/toronto-on/832-bay-st/3710-bay-street-corridor-TRBC4904955?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"3710 832 Bay St, Toronto, Ontario, M5S1Z6"
18,80 Alton Towers Cir 1007 | Apartment For Sale,E5107339,for sale,Residential Apartment,11,20210207,,,"499,900",2,2,1,1000-1199,W,Owned,None,564.95,"Excellent Location!Very Well Maintained 2+1Br Unit Spacious, Clean &amp; Bright!2 Full Bathrooms (Newer). Kitchen Has Breakfast Area, Maple Wood &amp; Marble Flooring, Natural Stone Fireplace &amp; Feature Wall, Stainless Steel Appliances. 24Hrs Ttc, Supermarket Across The Street, Close To Schools, Parks, Shops, Gym, Sauna, Tennis Crt, Visitor Parking, &amp; More. All Existing Elf's &amp; Windows Coverings, S/S Appl (Fridge, Stove, Rangehood, B/I Dishwasher), Washer/Dryer, 1 Parking Included.""",https://www.realmaster.com/en/toronto-on/80-alton-towers-cir/1007-milliken-TRBE5107339?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"1007 80 Alton Towers Cir, Toronto, Ontario, M1V5E8"
19,60 Shuter Street 2302 | Condo Apt For Sale,,for sale,Residential Condo Apt,23,20210203,,,"939,000",3,2,0,700-899,SE,,Yes,578,"市中心公寓fleur 高层楼花转让。步行3分钟到 Eaton center , 5分钟到地铁站， 5分钟到 Ryerson 大学 ， 10分钟到 George brown  college  12 分钟到 st Lawrence market ., 20分钟到湖边。 单元号2302 ， 东南朝向。 2021 年春天入住。原价876k .已付15% 订金， occupancy 再付5%。  development cap $10,000 。 现仅叫价$939,000 . 价钱已经包1个locker , 车位可加$90k 购买 。""",https://www.realmaster.com/en/toronto-on/60-shuter-street/2302-RM1-37547?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"2302 60 Shuter Street, Toronto, Ontario, M5B 1B1"
20,70 Northdale Rd | House For Sale,40061257,for sale,Residential House,,20210208,,,"5,300,000",5,10,1,,,,,,"This is the one you have been waiting for! An extraordinary home in a sought after neighbourhood with loads of attention to detail. This home has a wealth of windows &amp; skylights that provide an abundant amount of natural light. The grand foyer features a floating Oak staircase, an elegant chandelier plus a lift and an elevator to make this home accessible to all.  Boasting over 9700 square feet of luxurious finishes in this living space there is nothing to do in this custom built home other than move in and enjoy. The open concept kitchen/great room allows for effortless entertaining while a formal dining room merges traditional with transitional. The kitchen features an oversized marble island along with top of the line appliances. In addition the Butler's kitchen makes entertaining a breeze in this modern space with its own stove, fridge and work space. The second floor has 5 bedrooms each with their own ensuite and the Master bedroom has a generous walk in closet and spa like ensuite with heated flooring throughout. The second floor also hosts a laundry room with a second laundry room on the lower level as well.  The 2961  square foot lower-level walk-out is this homes hidden gem. The wet bar is outfitted with a wine fridge, dishwasher, under cabinet lighting, and barstool seating. This space is open to a large recreation area that features a gas fireplace, TV inlet, three-piece bath &amp; an additional bedroom with ensuite. Also on the lower level you will find the games room, sauna and media room for all those cozy nights spent in. Many other beautiful features included in this stunning home! (id:22211)""",https://www.realmaster.com/en/toronto-on/70-northdale-rd/tcsw---st-andrew-windfields-DDF22796844?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"70 Northdale Rd, Toronto, Ontario, M2L2M1"
21,365 Church St 911 | Apartment For Sale,H4097121,for sale,Residential Apartment,,20210208,,,"969,500",3,2,0,804,,,,672,"BEAUTFIUL 804 SQUARE FOOT CONDO WITH A FANTASTIC VIEW. THIS 3 BEDROOM CONDO IS EQUIPPED WITH 24 HR. CONCIERGE/SECURITY, LARGE BALCONY, STAINLESS STEEL APPLIANCES, INCLUDING WASHER AND DRYER, FULLY FURNISHED SUITE, LANDSCAPED ROOFTOP TERRACE, ON SITE BICYCLE STORAGE, LOBBY, PARTY ROOM AND READING/THEATRE LOUNGE. MINUTES AWAY FROM U OF T AND RYERSON! NO PETS PERMITTED. (id:22211)""",https://www.realmaster.com/en/toronto-on/365-church-st/911-DDF22796392?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"911 365 Church St, Toronto, Ontario, M5B0B5"
22,365 Church St Ph10 | Apartment For Sale,40063097,for sale,Residential Apartment,,20210208,,,"849,900",2,2,0,731,,,,692,"Gorgeous rarely available 2 bedroom Penthouse south east corner unit incredible  views built by Menkes. Beautiful finishes throughout. 9ft smooth ceilings, laminate flooring, ensuite laundry, 1 parking spot. Kitchen with integrated appliances, quartz countertop. Building amenities include 24 hr concierge, gym, party room, exercise room, theatre room, guest suites rooftop terrace. Steps to Subway, Eaton Centre, Ryerson University, U of T, shopping. Incredible opportunity! (id:22211)""",https://www.realmaster.com/en/toronto-on/365-church-st/ph10-tccy---church-yonge-corridor-DDF22783821?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"Ph10 365 Church St, Toronto, Ontario, M5B0B5"
23,453 Balliol St | House For Sale,40034600,for sale,Residential House,,20201021,,,"1,559,000",3,1,0,,,,,,"Attention buyers! Here is your opportunity to acquire a 2 storey detached home in the heart of highly sought after Davisville Village. Solid 2 storey 3 bedroom home with huge 175 ft South facing private backyard. Brick exterior with lovely front porch overlooking a quiet mature street. Home has oak hardwood floors and is ready for your renovation! Walking distance to schools, shopping, transit, parks, restaurants and patios. (id:22211)""",https://www.realmaster.com/en/toronto-on/453-balliol-st/tcme---mount-pleasant-east-DDF22500197?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"453 Balliol St, Toronto, Ontario, M4S1E1"
24,240 Roxton Rd | House For Sale,40064109,for sale,Residential House,,20210208,,,"2,499,900",3,4,0,2500,,,,,"Splendid Income Property Located in the Heart of Little Italy.  Century Home.  New Boiler 2020.  Three Separate Units.  Rental Details Attached to Listing.  Double Car Garage in Laneway Includes a Loft.  Garage is a Currently a Supplemental Source of Income of $600 per month.  Opportunities Like These Do Not Come Up in This Area Very Often.  For More Information Contact the Listing Agent (id:22211)""",https://www.realmaster.com/en/toronto-on/240-roxton-rd/tcpl---palmerston-little-italy-DDF22794487?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"240 Roxton Rd, Toronto, Ontario, M6G3P9"
25, | Detached For Sale,,for sale,Residential Detached,,20210208,,,"3,598,000",4,4,0,3500-5000,N,,,,,https://www.realmaster.com/en/toronto-on/address/RM1-37755?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,
26, | Detached For Sale,,for sale,Residential Detached,,20210208,,,"3,488,000",4,7,1,,S,,,,,https://www.realmaster.com/en/toronto-on/address/RM1-37754?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,
27, | Detached For Sale,,for sale,Residential Detached,,20210208,,,"2,288,000",4,3,0,,N,,,,,https://www.realmaster.com/en/toronto-on/address/RM1-37753?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,
28,37 Helendale Ave | Condo Apt For Sale,,for sale,Residential Condo Apt,19,20210208,,,"669,000",2,2,0,600-699,,,,,"Whitehaus两房高性价比楼花转让 2021年夏天入住""",https://www.realmaster.com/en/toronto-on/37-helendale-ave/RM1-37748?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"37 Helendale Ave, Toronto, Ontario, M4R1C5"
29,2230 Lake Shore Blvd W 903 | Apartment For Sale,W5104283,for sale,Residential Apartment,10,20210204,,,"529,900",1,1,0,500-599,Sw,OwnedB58,Owned,514.83,"Highly Sought After Beyond The Sea - Star Tower The Jewel Of The Lake Front. Shore Line Model With Open Balcony. Immac Sun Filled Luxury Condo W/Tons Spent In High Level Designer Upgrades, Hard Wood Floors &amp; Kitchen W/Quartz Counter Tops &amp; Lrg Island W/Breakfast Bar, Steps To Shopping, Resturants, And Tranist, This Condo Has It All! 5 Star Resort Style Amenities: Pool/Hot Tub, Fitness Room, 3 Party Rooms, Guest Suites, Theatre, Large Private Terrace W/Bbq's. Stainless Steel Applicances, Fridge, Stove, B/I Microwave, Washer/Dryer, All Elfs, Custom Blinds And Drapery, Mirror Closet Doors, Custom B/I Wall Unit, Custom Installed Composite Outdoor Balcony Flooring, 1 Underground Parking + 1 Locker.""",https://www.realmaster.com/en/toronto-on/2230-lake-shore-blvd-w/903-mimico-TRBW5104283?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"903 2230 Lake Shore Blvd W, Toronto, Ontario, M8V1A5"
30,3625 Lake Shore Blvd W 406 | Apartment For Sale,W5090248,for sale,Residential Apartment,4,20210121,,,"295,000",0,1,0,0-499,N,Exclusive,Exclusive,374,"Prime South Etobicoke Location. Popular Co-Op Building Meticulously Maintained Bachelor Apt. With Large Balcony. Lots Of Amenities Within Walking Distance; Lake Ontario, Parks, Shops, Restaurants, Public Transit, Long Branch Go Station. Close To Hwys And Downtown Toronto.  All Utilities And Prop Taxes Incl In Maintenance Fee, Just Move In And Enjoy! Includes All Kitchen Appliances (Stove, Fridge) Existing Flight Fixtures And Window Coverings.""",https://www.realmaster.com/en/toronto-on/3625-lake-shore-blvd-w/406-long-branch-TRBW5090248?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=57,"406 3625 Lake Shore Blvd W, Toronto, Ontario, M8W4W2"
