,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
1421,350 Mill Rd Uph3 | Apartment For Sale,W5106879,for sale,Residential Apartment,12,20210205,,,"775,000",2,2,0,1000-1199,Se,OwnedB37B37,Owned,705.18,"Upper Corner Penthouse, Majestic View O/L Greenbelt, Over $100,000 In Renos ,Split Floor Plan,9Ft.Ceilings, Renovated New Kit. New Appliances, Full Pantry Wall, Renovated Bathrms. Master Has 2 Closets, 2 W/O To Long Balcony, Gas Fireplace,2 Parking -Tandem. Guest Suites/Gym/Indoor Pool/Sauna/Visitor Parking/Billiards/Car Electric Chargers. Hobby Rm/Outdoor Bbqs,Gazebo,Bicycle Storage. Parking Spot Near Elevator. Bldg. Had Complete Makeover 2020. Low Maint. Fee For Area, Great Reserve, Take Either Toronto/Miss. Transit To Subway, Airport - 10 Min. Ravine W/Walking Trails To Etob.Creek,Lease Free Dog Park, 2 Golf Courses,Hwy427.  Low Density Bldg. For Friendlier, Secure Atmosphere.""",https://www.realmaster.com/en/toronto-on/350-mill-rd/uph3-eringate-centennial-west-deane-TRBW5106879?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=61,"Uph3 350 Mill Rd, Toronto, Ontario, M9C5R7"
1422,16 Brookers Ln S 3007 | Apartment For Sale,W5106814,for sale,Residential Apartment,29,20210205,,,"839,000",2,2,1,900-999,Sw,OwnedE19,Owned,832,"Spectacular Lake View,3 Walkouts,2 Split Bedrooms Both W/I Closet,Over 200 Sq Ft Sun-Filled Balcony With Lake View.Laminate Floors,High Ceiling,Granite Counter.Tens Of Thousands Spend On Upgrades! T.T.C At Door Step To Subway. Easy Access To Hwy,Minutes To Downtown. Fridge,Stove,Dishwasher,Washer,Dryer,B/I Microwave,All Elf.""",https://www.realmaster.com/en/toronto-on/16-brookers-ln-s/3007-mimico-TRBW5106814?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=61,"3007 16 Brookers Ln S, Toronto, Ontario, M8V0A5"
1423,30 Shore Breeze Dr 816 | Apartment For Sale,W5106568,for sale,Residential Apartment,8,20210203,,,"869,000",2,2,1,800-899,E,Owned91,Owned,638.84,"Eau Du Soleil Luxury.  - Gorgeous Corner Unit - Magnificent View Of Cn Tower Shoreline. 1 Parking, 2 Lockers, Enjoy Amazing New 2 Bedroom + Den / 2 Bath Beauty, 9 Ft Ceilings. Wrap Around Balcony. 1063 Sf (863 Sf +200 Sf Balcony), 10 Minutes To Downtown Toronto. Walk To Lake, Trails, Parks. Ttc Is Steps Away. Close To Shopping Restaurants, Highways.. Resort Style Amenities, Salt Water Pool, Game Room, Lounge, Gym, Yoga, Party Room And Much More. High End Appliances: Stainless Steel Fridge, Stove, Over The Range Microwave. White Stacked Washer And Dryer, Upgraded Flooring, All Elf's &amp; Window Coverings. 1 Car Parking, (2 Lockers 442 &amp; 443 Near Entrance) - Excl. Tv &amp; Tv Mount In Mbr.""",https://www.realmaster.com/en/toronto-on/30-shore-breeze-dr/816-mimico-TRBW5106568?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=61,"816 30 Shore Breeze Dr, Toronto, Ontario, M8V 0J1"
1424,830 Lawrence Ave W 641 | Apartment For Sale,W5105423,for sale,Residential Apartment,6,20210205,,,"550,000",1,1,1,500-599,S,Owned,Owned,405,"Must See! Immaculate 1+Den W/1 Parking &amp; Locker. Italian Inspired Finishes Features A Huge Terrazo Semi Enclosed Outdoor Terrace Ideal For Patio Furniture + Lounge Style Entertaining With Views Of The Toronto Skyline. Separate Den Extra Sleep Area, Modern White Kitchen Cabinets, Indoor Pool, Sauna, 24 Hr Concierge, Rooftop Bbq Lounge Area, 1 Km To Yorkdale Mall, 11 Min Walk To Lawrence West Subway, Ttc At Doorstep &amp; Shops On The Ground Floor. Won't Last! S/S Fridge, S/S Stove, S/S Dishwasher, S/S Microwave, Washer And Dryer, Window Coverings/Blinds""",https://www.realmaster.com/en/toronto-on/830-lawrence-ave-w/641-yorkdale-glen-park-TRBW5105423?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=61,"641 830 Lawrence Ave W, Toronto, Ontario, M6A1C3"
1425,62 Annie Craig Blvd W 4506 | Apartment For Sale,W5105310,for sale,Residential Apartment,44,20210205,,,"938,000",2,2,0,800-899,Se,Owned,Owned,511.4,"Beautiful Corner Unit With Unobstructed Lake View, Only One This View Under $1M On The Market Now! The Lake And Natural Surroundings On Humber Bay Park. Amazing 2Br 2 Full Baths With 340 Sq Ft Wrap Around Balcony. Bright Space, Luxury Finishes, Contemporary Design, Modern Kitchen And Lots Of Amazing Amenities. Downtown Toronto Is Minutes Away And Local Services Are Steps Away. Built-In Dishwasher And Fridge. Stove. Stackable Washer/Dryer. 1 Locker And 1 Underground Parking.""",https://www.realmaster.com/en/toronto-on/62-annie-craig-blvd-w/4506-mimico-TRBW5105310?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=61,"4506 62 Annie Craig Blvd W, Toronto, Ontario, M8V 0A8"
1426,165 Legion Rd N 2521 | Apartment For Sale,W5101057,for sale,Residential Apartment,25,20210202,,,"499,900",1,1,1,600-699,Ne,Owned3-19,None,534,"Large Open Concept Unit With No Wasted Space And Unobstructed Views! 10 Ft Ceilings, Laminate Floors Throughout, S/S Appliances ,Granite Counter, Large Balcony With 2 Walk Outs To Wonderful Unobstructed Views,1 Parking, With Steps To Great Schools, Ttc, Highways, And The Lake, This Property Is An Attractive Opportunity For Buyers Who Appreciate Value And Location. S/S Fridge ,S/S Stove, S/S B/I Dishwasher ,Range Hood, Washer And Dryer. All Window Coverings, All Elf's, 1 Parking,Resort Style Amenities Incl.: 24Hrs Concierge, Gym,Terrace, Pool, Sauna, Squash/Racquet Court, Billiards &amp; Recreation Rooms""",https://www.realmaster.com/en/toronto-on/165-legion-rd-n/2521-mimico-TRBW5101057?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=61,"2521 165 Legion Rd N, Toronto, Ontario, M8Y0B3"
1427,2645 Kipling Ave 101 | Apartment For Sale,W5099283,for sale,Residential Apartment,1,20210130,,,"389,500",2,1,0,1000-1199,E,Common45,None,498,"2 Bed + 1 Bath Condo For Sale In Toronto, High Rental Demand, Excellent Location, Steps To Public Transit, Low Maintenance Fees With Cable And Internet Included, Excellent Investment Opportunity, Well Maintained Building, Close To Schools, Places Of Worship, Humber College, York University, Ideal For Seniors, Investors And First Time Home Buyers! Fridge, Stove, All Elf's &amp; Window Coverings Now Attached To The Property. Close To All Local Amenities, Excellent Investment Opportunity And High Rental Demand!""",https://www.realmaster.com/en/toronto-on/2645-kipling-ave/101-mount-olive-silverstone-jamestown-TRBW5099283?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=61,"101 2645 Kipling Ave, Toronto, Ontario, M9V3S6"
1428,2306 St Clair Ave W Ave 210 | Apartment For Sale,W5097572,for sale,Residential Apartment,2,20210128,,,"556,990",1,1,0,500-599,N,None,None,310.94,"With All The Amenities Your Busy Life Requires, This Is The Place To Create Your Home. Take The Opportunities To Explore A Series Of Intricately Designed Details: Eye Catching Light Fixture, Beautiful Black Window Mullions, Big Open Spaces, And The Convenience Of Close To Home Boutique Style Shops. The Stockyards District Residences Offers An Authentic Combination Of Experiences And Style That Will Always Welcome You Home. Pre-Construction Sale. Sales Office Located At 2283 St Clair Ave W, Toronto. Open By Appointment. Own With Only 5% Down! Right To Lease During Occupancy. Taxes Not Yet Assessed.""",https://www.realmaster.com/en/toronto-on/2306-st-clair-ave-w-ave/210-junction-area-TRBW5097572?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=61,"210 2306 St Clair Ave W Ave, Toronto, Ontario, M6N1K8"
1429,1135 Royal York Rd 714 | Apartment For Sale,W5093516,for sale,Residential Apartment,7,20210125,,,"499,000",1,1,0,600-699,N,Owned145,Owned,481,"Renovated 1 Bedroom In The James Club Located In The Kingsway, Bright &amp; Spacious,600Sqft Of Open Concept, New Laminate Floor, Just Painted, New Backsplash, Modern Kitchen, Across The Street From Humber Town Plaza, Short Bus Ride To Subway, Great Location Shopping, Schools, Restaurants, Great Quiet Building, 24 Hr Security, Concierge, Pool, Gym, Party Room, Pool Table, Marble Counter Top In Bathroom. Brand New Stainless Steel Fridge &amp; Stove &amp; Dishwasher, Stainless Steel Washer &amp; Dryer. New Blinds, Freshly Painted, Electrical Light Fixtures. Clean Unit In Quiet Building!!""",https://www.realmaster.com/en/toronto-on/1135-royal-york-rd/714-edenbridge-humber-valley-TRBW5093516?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=61,"714 1135 Royal York Rd, Toronto, Ontario, M9A0C3"
1430,95 La Rose Ave 503 | Apartment For Sale,W5060517,for sale,Residential Apartment,5,20201208,,,"619,000",2,2,0,1200-1399,S,Exclusive,Exclusive,1021,"Live/Work &amp; Play In Humber Heights!  Super Spacious &amp; Stylish, This Modern Open Concept Condo Is Light And Bright. Large Principal Rooms Provide The Flexibility You'll Need For An Evolving Home Environment: Work Space, Leisure Space, Family Space, Your Space. And Wait Till You See The View! The Unobstructed East &amp; South Exposure Is The Best In The Building. Incredible Views &amp; Even More Incredible Value! Maintenance Fees Include Almost Everything! You'll Love Living At The Sovereign! In Total Transition This Well Managed Boutique Building Is Close To Parks, Trails, Transit, Schools &amp; Major Roads So You Can Escape The City! Fresh Paint, Newer Lights/Window Treats/Plumb &amp; Elec Redone.""",https://www.realmaster.com/en/toronto-on/95-la-rose-ave/503-humber-heights-TRBW5060517?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=61,"503 95 La Rose Ave, Toronto, Ontario, M9P3T2"
1431,5800 Sheppard Ave E 507 | Apartment For Sale,E5106993,for sale,Residential Apartment,5,20210206,,,"499,000",2,3,1,1200-1399,N,Owned,None,1123.84,"Rare Find!!! **2 Story Penthouse Condo** Dining Room &amp; Staircase Open To The Second Floor. Each Condo Faces Into A Beautiful Atrium. Extensive Upgrades Throughout Make This Penthouse Condo A Great Dins And Move-In Ready. 24 Hrs Transit **Hwy 401 ** Scarborough Town Center** Toronto Zoo ** Hydro Reconciled Once Per Year (Pay $41 /Mth) Fridge, Stove, Washer, Dryer, All Electric Light Fixtures""",https://www.realmaster.com/en/toronto-on/5800-sheppard-ave-e/507-malvern-TRBE5106993?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=61,"507 5800 Sheppard Ave E, Toronto, Ontario, M1B5J7"
1432,125 Village Green Sq 1007 | Apartment For Sale,E5103814,for sale,Residential Apartment,10,20210204,,,"399,900",1,1,1,600-699,W,Owned1-95,Owned,378.15,"Bright And Spacious Open Concept Condo In An Award Winning Tridel Building Located Minutes To 401. Spacious 1 + Den, Amazing West Sunset Views, Large Bedroom With Walk In Closet, Large Den, Laminate Floors, Stone Countertops. Amenities Include Swimming Pool, Movie Theater, Gym, Party Room, Billiards Room, Guest Suites, 24Hr Concierge. Steps To Ttc Route And Park. All Existing Window Coverings, Fridge, Stove, Built In Microwave And Hood Fan, Dishwasher, Washer And Dryer. 1 Parking Spot And 1 Locker. Status Certificate Has Been Ordered. *Exclude Ceiling Lights In Den And Living Area*""",https://www.realmaster.com/en/toronto-on/125-village-green-sq/1007-agincourt-south-malvern-west-TRBE5103814?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=61,"1007 125 Village Green Sq, Toronto, Ontario, M1S 0G3"
1433,17 Alexmuir Blvd | House For Sale,E5111765,for sale,Residential House,,20210211,,,"999,000",3,5,2,,E,,,,"Fatastic Location! Renovated Spacious Sidesplit House, Huge Backyard, 2 Garage Plus 3 Driveway Parkings, Open Concept For Living And Kitchen Area, S/S Appliances, Quartz Counter Top, Centre Island With Sink, Backsplash, Lots Of Carbinet, Pot Lights, Master 3Pc Ensuite, Finished 2 Br 2 Bath Basement With Sep/Entrance, 2 Laundry, Close To 24 Hr Ttc, Shopping Centre, School Main: S/S Fridge, S/S Stove, S/S Rangehood, S/S Dishwasher, Washer, A/C, Furnace, Elf, Window Covering Basement: Fridge, Stove, Rangehood, Washer""",https://www.realmaster.com/en/toronto-on/17-alexmuir-blvd/agincourt-north-TRBE5111765?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"17 Alexmuir Blvd, Toronto, Ontario, M1V1J2"
1434,225 Sumach St | Condo Apt For Sale,,for sale,Residential Condo Apt,16,20210118,,,"729,000",2,2,0,800-899,SE,,,,"💥💥💥抄底捡漏💥💥💥 DuEast精品楼盘，现已交房，Corner户型，两面采光，近市中心大学校区， Dundas Square, 楼下有足球场，游泳馆，各种商铺，餐馆，绝对让你领略东区的全新现代完善社区。 2房，2卫，朝东南， 855平方尺+150平方尺阳台，15层以上，挥泪降价，只要$729,000，捡漏拼手快，速联！可以安排看房， 绝对是购买转楼花的最佳阶段。""",https://www.realmaster.com/en/toronto-on/225-sumach-st/RM1-36931?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"225 Sumach St, Toronto, Ontario, M5A3K3"
1435,25 Bamboo Grve | House For Sale,C4987913,for sale,Residential House,,20201112,,,"2,880,000",4,4,0,,S,,,,"Perfectly Renovated Contemporary Family Home In Most Desirable Location In The Heart Of Denlow. Stunning Sunken Living Rm With Marble Flrs &amp; Floor To Ceiling Stone Fireplace. Dark Hardwood Flrs On Main Flr. Newer Designer Kitchen With Top Of The Line Appliances. Open Concept Family Rm &amp; Lovely Breakfast Area/Solarium With Walk Out To Garden. Renovated Bathrooms With Limestone &amp; Marble. Newer Appliances: Fridge, Gas Stove, Rangehood, Microwave, Dishwasher. Washer, Dryer. Inground Sprinkler System. Schools: Denlow Ps, Windfileds Jr High, York Mills Ci. Steps To Denlow School &amp; Banbury Community Centre.""",https://www.realmaster.com/en/toronto-on/25-bamboo-grve/banbury-don-mills-TRBC4987913?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"25 Bamboo Grve, Toronto, Ontario, M3B2C6"
1436,5 Northtown Way | Condo Apt For Sale,,for sale,Residential Condo Apt,3,20210116,,,"679,900",2,2,0,800-899,W,,,598,"Great Investment Property!!!! Luxury Tridel Condo with Functional Lay Out: 2 Bedrooms, 2 Bathrooms, *2 PARKING side by side &amp;1 locker*   Address: #305 - 5 Northtown Way, North York. Direct Access To 24 Hrs Metro, Retail Stores, Tons of Restaurants, Café and restaurants on Street Level, Short walking distance To Finch Subway, Viva, Go Bus, Parks, Community Centre.  Great Recreational Facilities: Tennis Courts, Virtual Golf, Ping Pong, Billiard, Game Room, Gym, Indoor Poor, Library, Party Room, Guest Room, Rooftop Garden, Sauna, Jogging Track and BBQ Area. LOW Maintenance Includes ALL Utilities: Heat, Hydro, CAC, Water. Lots of Visitor Parking.  Property is vacant, welcome to book showings anytime.  Please contact Anzi 647 505 5591 for more info. Thank you for your interest.  ***投资物业的首选*** - 豪华Tridel公寓：2卧室，2浴室，2个并排停车位!!!! 和1个储物室。公寓直通24小时营业超市，零售店，众多餐厅，街边咖啡馆，短途步行路程到地铁站， 巴士站，公园，社区中心。公寓设有 大型娱乐设施：网球场，虚拟高尔夫，乒乓球，台球，游戏室，健身房，室内游泳池，图书馆，宴会厅，宾客室，屋顶花园，桑拿浴室，慢跑跑道和烧烤区。 低管理费(管理费包括冷暖气和水电!!!!!!) 大量访客停车场。 单位空置， 欢迎随时看房。""",https://www.realmaster.com/en/toronto-on/5-northtown-way/RM1-36880?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"5 Northtown Way, Toronto, Ontario, M2N7A1"
1437,256 Doris Ave Uph05 | Apartment For Sale,C5100200,for sale,Residential Apartment,20,20210201,,,"778,000",2,2,0,900-999,E,Owned14,Owned,936.54,"Penhouse!!!Breathtaking Unobstructed View In The Heart Of Willowdale East.One Of The Best School Zone (Mckee Ps, Cummer Valley Ms, &amp; Earl Haig). Brand New Kitchen, Brand New Ss Appliances, All New Light Fixtures. Spacious Bedrooms. Master Bedroom With Ensuite. Walking Distance To Subway And Public Transit. Close To Shopping And Services. Utilities Included In Condo Fee. Engineered Hardwood Flooring Throughout The Unit. Includes All Electric Light Fixtures And Stainless Steel Appliances. Aone Locker &amp; One Parking Included""",https://www.realmaster.com/en/toronto-on/256-doris-ave/uph05-willowdale-east-TRBC5100200?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"Uph05 256 Doris Ave, Toronto, Ontario, M2N6X8"
1438,44 Gerrard St W 509 | Apartment For Sale,C5066574,for sale,Residential Apartment,5,20201216,,,"601,800",1,1,1,600-699,S,None,None,672.08,"Gorgeous Location! Right In The Heart Of Toronto. Steps To Ttc Subway. U Of T And Ryerson. Shops, Supermarket, Restaurants, Place Of Worship. Amenities Include 24 Hr Concierge, Gym, Exercise Room, Party Room, Indoor Pool, Visitor Parking. This Spacious 1-Bedroom + 1 Unit Offers An Excellent Layout With South View And Laminate Flooring. Fridge (2019), Stove (2017), B/I Dishwasher (2018), Washer (2017), Dryer (2017), Electric Light Fixtures. The Unit Has Been Painted Recently.""",https://www.realmaster.com/en/toronto-on/44-gerrard-st-w/509-bay-street-corridor-TRBC5066574?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"509 44 Gerrard St W, Toronto, Ontario, M5G2K2"
1439,20 Lombard St 4503 | Apartment For Sale,C5092620,for sale,Residential Apartment,17,20210123,,,"2,119,990",3,2,0,1400-1599,Sw,NoneNone,None,863.83,"The Penthouse Skysuites Lower Penthouse, Spacious 3 Bed Layout With 10' Ceiling, Sw Lake View. 1554 Sqft With 705 Sqft Balcony. Located At Yonge And Richmond, In The Heart Of Toronto. Live In Boutique Luxury High Above The City In Toronto's Most Stunning 46 Towrl. The Lombard Suites Are 149 Private Residence, Experience A New Standard In Exclusive Living With Private Lobby Entrance, Concierge. Approx 10' Ceiling, Smooth Finished Ceilings, Pre-Finished Engineered Flooring Throughout, Quartz Kitchen Countertop. S/S Undermount Sink, Integrated Fridge, B/I Oven, Gas Cooktop, Integrated Dishwasher, Microwave &amp; Hood""",https://www.realmaster.com/en/toronto-on/20-lombard-st/4503-church-yonge-corridor-TRBC5092620?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"4503 20 Lombard St, Toronto, Ontario, M5C 0A7"
1440,20 Lombard St 4409 | Apartment For Sale,C5092616,for sale,Residential Apartment,16,20210123,,,"899,990",1,1,1,600-699,N,NoneNone,None,391.78,"The Penthouse Skysuites Lower Penthouses, Spacious 1 Bed + Den Layout With 10' Ceiling. 665 Sqft With 135 Sqft Balcony. Located At Yonge And Richmond, In The Heart Of Toronto. Live In Boutique Luxury High Above The City In Toronto's Most Stunning 46 Towr. Lombard Suites Are 149 Private Residence, Experience A New Standard In Exclusive Living With Private Lobby Entrance, Concierge And Amenities. Approx 10' Ceiling, Smooth Finished Ceilngs, Pre-Finished Engineered Flooring Throughout, Quartz Kitchen Countertop, S/S Undermount Sink, Integrated Fridge, Built-In Oven, Cooktop. Intergrated Dishwasher, Microwave &amp; Hood""",https://www.realmaster.com/en/toronto-on/20-lombard-st/4409-church-yonge-corridor-TRBC5092616?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"4409 20 Lombard St, Toronto, Ontario, M5C 0A7"
1441,115 Mcmahon Dr 706 | Apartment For Sale,C5091159,for sale,Residential Apartment,7,20210122,,,"509,000",1,1,0,500-599,E,None,Owned,337.32,"Don't Miss Out This Stunning, Bright, Great Layout Suite With Large Open Balcony In Award Winning Bayview Village Community. Floor To Ceiling Windows, 9Ft Ceilings, Laminate Flooring, Modern Kitchen With Integrated S/S Appliances And Quartz Counter Top. Comprehensive Amenities Throughout The Building, Bowling, Basketball&amp;Tennis Court, Gym Etc. Located In The Heart Of North York, Steps To Public Transit, Parks&amp;Shops. Easy Access To Hwys, Hospital&amp;So Much More! All Existing Window Coverings &amp; Light Fixtures. Washer &amp; Dryer. Fridge, Cooktop, Oven, Dishwasher, Microwave &amp; Range Hood. Large Walk-Out Balcony Overlooking Courtyard. 1 Locker (P2 - #2419).""",https://www.realmaster.com/en/toronto-on/115-mcmahon-dr/706-bayview-village-TRBC5091159?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"706 115 Mcmahon Dr, Toronto, Ontario, M2K 0E3"
1442,90 Queens Wharf Rd 905 | Apartment For Sale,C5070311,for sale,Residential Apartment,8,20201223,,,"1,139,000",3,2,0,1000-1199,Se,Owned,Owned,765,"A Beautifully Renovated Family Home. One Year New 3rd Bedroom. In A Low-Rise Boutique Building. Be A Part Of This Vibrant Community And Move In Immediately ! This Downtown Toronto Condo Is Walking Distance To The Waterfront, Rogers Center,Newly Finished Public And Catholic School And Community Center, Newly Finished Public And Catholic School, Sobeys, 8-Acre Park, Library, And Ttc Transit Points Moder Fridge, Cook Top, Oven, Microwave, Dishwasher, Cabinet Organizers, And Quartz Counters; A Spa-Like Bath With Marble Tiles; Full-Sized Washer And Dryer; Roller Shades; Valance Lights""",https://www.realmaster.com/en/toronto-on/90-queens-wharf-rd/905-waterfront-communities-c1-TRBC5070311?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"905 90 Queens Wharf Rd, Toronto, Ontario, M5V0J4"
1443,82 Roncesvalles Ave | Other For Sale,W5089697,for sale,Residential Other,,20210120,,,"4,199,000",,,,6300,,,,,"Iconic Edwardian 6-Plex In Prime Roncesvalles, Circa 1910 Architecturally Significant Building Offering Tremendous Curb Appeal. 6 Bright &amp; Spacious 2 Bedroom Suites, Over 6,000Sq.Ft Finished, Regal Entrance &amp; Foyer System W/Period Detail Intact, Suites Offer Hardwood Floors, Beamed Ceilings, Plate Rail, Fireplaces (5 In Total), 3 Fully Renovated Suites, 3 Updated... Each Space Unique. Well Managed Zero Vacancy Bldg. High Demand Zone, Steps To Ttc &amp; High Park. Incl: 6 Fridges, 6 Stoves, 5 Washers, 5 Dryers, 3 Dishwashers, Electric Light Fixtures, Window Coverings Not Belonging To Tenants, Garden Shed, Existing Fire Equipment &amp; Sprinkler System, 5 Hot Water Tanks. 7 Hydro Meters, 400Amp Service.""",https://www.realmaster.com/en/toronto-on/82-roncesvalles-ave/high-park-swansea-TRBW5089697?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"82 Roncesvalles Ave, Toronto, Ontario, M6R2K7"
1444,679 Danforth Rd | Other For Sale,E5092549,for sale,Residential Other,,20210123,,,"2,149,000",,,,5000,,,,,"&gt;&gt;&gt; Potential Vacant Possession&lt;&lt;&lt; Great Investment 6-Unit Appt!!! (5-2 Bdrm, 1 Bachelor), 3 Units Recently Reno'd, Recent Re-Paved Drive, Foundation Weeping Tile Replaced. ***Potential To Add Add'l Flr/Extra Rental Units! Located In High Density Retail, Office, &amp; Residential Area. Don't Miss This Opportunity!! Buyer/Buyer's Agent To Verify Zoning/Uses, Square Footage &amp; All Other Details. Part Of Lots 1,2 &amp; 3. Pl1776. Toronto, Des As Pts 3&amp;4, Pl 66R17694 S/T A R.O.W. In Favour Of Pt Of Lot 4, Pl 1776 Over Pt 3, Pl 66R17694 As In E3317660, T/W A R.O.W. Over Pt Lot 4, Pl 1776, Des As Pt 2, Pl 66R17694.""",https://www.realmaster.com/en/toronto-on/679-danforth-rd/kennedy-park-TRBE5092549?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"679 Danforth Rd, Toronto, Ontario, M1K1G4"
1445,19 Stanley Greene Blvd | House For Sale,W5092642,for sale,Residential House,,20210123,,,"1,298,800",5,4,1,,E,,,114.49,"Luxury Mattamy Built Semi With Upgraded Main Floor Layout, Tons Of Upgrades Inc. Oak Stairs Case, Rich Laminate Floors. Open Concept Kitchen Walks-Out To Terrace, S/S Appliances, Cabinetry &amp; Quartz Countertops. Master With 5Pc Ensuite. Gas Bbq Line With 2 Additional Terraces &amp; Access To Double Car Garage. Unobstructed Views Of The Dwnsvw Park &amp; Cn Tower From The Roof Top Terrace. Roof Top Terrace. Including Fridge, Stove, Dishwasher, Washer, Dryer, All Window Coverings, All Electrical Light Fixtures &amp; A/C.""",https://www.realmaster.com/en/toronto-on/19-stanley-greene-blvd/downsview-roding-cfb-TRBW5092642?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"19 Stanley Greene Blvd, Toronto, Ontario, M3K0B1"
1446,82 Roncesvalles Ave | Other For Sale,W5088696,for sale,Residential Other,,20210119,,,"4,199,000",8,6,4,5000+,W,,,,"Iconic Edwardian 6-Plex In Prime Roncesvalles, Circa 1910 Architecturally Significant Building Offering Tremendous Curb Appeal. 6 Bright &amp; Spacious 2 Bedroom Suites, Over 6,000Sq.Ft Finished, Regal Entrance &amp; Foyer System W/Period Detail Intact, Suites Offer Hardwood Floors, Beamed Ceilings, Plate Rail, Fireplaces (5 In Total), 3 Fully Renovated Suites, 3 Updated... Each Space Unique. Well Managed Zero Vacancy Bldg. High Demand Zone, Steps To Ttc &amp; High Park. Incl: 6 Fridges, 6 Stoves, 5 Washers, 5 Dryers, 3 Dishwashers, Electric Light Fixtures, Window Coverings Not Belonging To Tenants, Garden Shed, Existing Fire Equipment &amp; Sprinkler System, 5 Hot Water Tanks. 7 Hydro Meters, 400Amp Service.""",https://www.realmaster.com/en/toronto-on/82-roncesvalles-ave/high-park-swansea-TRBW5088696?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"82 Roncesvalles Ave, Toronto, Ontario, M6R 2K7"
1447,227 Sheppard Ave W | House For Sale,C5086121,for sale,Residential House,,20210115,,,"1,785,000",2,2,1,,S,,,,"Open Concept Layout*Renovated Kitchen W/Backsplash And Ceramic Floors*Newer Appliances*Hardwood Floors Throughout Main Floor*Newer Windows*Renovated Kitchen And Washroom In The Basement*Laundry Lower Level*Main Floor And Basement Apartment Rented Out For $3,350 + Parking For $580*Steps To Subway Yonge/Sheppard, Shopping And Entertainment! Beautiful Residential/Commercial Opportunity! Renovated Kitchens*Newer Appliances*Upgraded 200 Amp Service*Central Air*Window Coverings*Newer Windows* Additional Parking At The Back""",https://www.realmaster.com/en/toronto-on/227-sheppard-ave-w/lansing-westgate-TRBC5086121?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"227 Sheppard Ave W, Toronto, Ontario, M2N1N2"
1448,5 Marine Parade Dr 209 | Apartment For Sale,W5086046,for sale,Residential Apartment,2,20210115,,,"599,000",1,2,1,700-799,Sw,OwnedB119,Owned,575.09,"Welcome To Grenadier Landing Situated On The Humber Bay Shores Of Lake Ontario. This 1 Bedroom + Den Unit Comes With Open Concept Layout With Lots Of Living Space. Bright Unit With Lots Of Natural Light, Two W/O's To Huge 110 Sqft Of Balcony With Southwest Views Of Lake Ont.Granite Kitchen Countertops With Ss Appliances.Huge Den.Ttc Across The Street .Close To All Major Highways, Shopping, Dining,Martin Goodman Trail Heat ,Hydro Covered In Monthly Maint Fee S/S Fridge, Stove, Dishwasher, B/I Microwave, Stackable Washer/Dryer, Heat, Hydro Covered In Month Maintaince Fee.""",https://www.realmaster.com/en/toronto-on/5-marine-parade-dr/209-mimico-TRBW5086046?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"209 5 Marine Parade Dr, Toronto, Ontario, M8V4B4"
